precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL FIRMINIŞ",230,MIRŞID,142122,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:42:16",151,130,1,18,2,105,85,0,18,2,103,2,150,45,25,9,57,3,9,0
33,SĂLAJ,"CĂMINUL CULTURAL MIRŞID",229,MIRŞID,142122,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:14",577,548,0,22,7,419,390,0,22,7,398,21,610,191,10,125,235,26,1,1
33,SĂLAJ,"CĂMINUL CULTURAL POPENI",232,MIRŞID,142122,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:42",752,734,0,5,13,481,463,0,5,13,453,28,820,339,35,88,218,24,2,86
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",231,MIRŞID,142122,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:29",454,439,1,8,6,281,267,0,8,6,276,5,500,219,10,145,113,3,2,3
