precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOCEAN IANCU-MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","UŢIU IOSIF-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
13,CLUJ,"CAMIN CULTURAL CAMARASU",376,CĂMĂRAŞU,56522,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:21",1193,1186,1,4,2,715,709,0,4,2,638,77,1311,596,518,120
13,CLUJ,"CAMIN CULTURAL NAOIU",377,CĂMĂRAŞU,56522,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:30",320,317,0,3,0,180,177,0,3,0,165,15,350,170,145,20
13,CLUJ,"CAMIN CULTURAL SIMBOLENI",378,CĂMĂRAŞU,56522,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:37",438,426,0,7,5,265,253,0,7,5,251,14,487,222,236,15
