precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"CĂMIN CULTURAL DOLHEȘTI",439,DOLHEŞTI,96904,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:49",558,542,1,7,8,300,293,0,7,0,293,7,600,300,106,155,32
24,IAŞI,"ŞCOALA BRĂDICEŞTI",440,DOLHEŞTI,96904,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:51:26",724,698,0,5,21,393,367,0,5,21,368,14,800,407,109,249,10
24,IAŞI,"ŞCOALA PIETRIŞ",441,DOLHEŞTI,96904,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:14:45",807,795,0,8,4,375,363,0,8,4,327,36,870,507,137,135,55
