precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"CĂMIN CULTURAL CUCUEŢI",272,SCRIOAŞTEA,154013,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:39",701,645,0,32,24,514,458,0,32,24,500,14,700,185,486,14
36,TELEORMAN,"CĂMIN CULTURAL SCRIOAȘTEA",270,SCRIOAŞTEA,154013,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:55:54",1750,1209,437,58,46,1313,1209,0,58,46,1293,20,1927,614,1264,29
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:18:39",594,567,0,10,17,391,364,0,10,17,379,12,620,227,358,21
