county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","KNALL FLORIN-voturi","KNALL FLORIN-mandate-faza-1","KNALL FLORIN-mandate-faza-2","PIPERNEA GHEORGHE-voturi","PIPERNEA GHEORGHE-mandate-faza-1","PIPERNEA GHEORGHE-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ITIGAN MIHAI-MIRCEA-voturi","ITIGAN MIHAI-MIRCEA-mandate-faza-1","ITIGAN MIHAI-MIRCEA-mandate-faza-2","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-1","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","DINCĂ TUDOR-voturi","DINCĂ TUDOR-mandate-faza-1","DINCĂ TUDOR-mandate-faza-2","ANGHEL BOGDAN-GHEORGHE-voturi","ANGHEL BOGDAN-GHEORGHE-mandate-faza-1","ANGHEL BOGDAN-GHEORGHE-mandate-faza-2","CIOCA IOAN-voturi","CIOCA IOAN-mandate-faza-1","CIOCA IOAN-mandate-faza-2","FUIOREA ROXANA-voturi","FUIOREA ROXANA-mandate-faza-1","FUIOREA ROXANA-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","HOLOM DUMITRU-DORIN-voturi","HOLOM DUMITRU-DORIN-mandate-faza-1","HOLOM DUMITRU-DORIN-mandate-faza-2","STROILĂ GABRIEL-voturi","STROILĂ GABRIEL-mandate-faza-1","STROILĂ GABRIEL-mandate-faza-2","BOGDAN MIOARA-voturi","BOGDAN MIOARA-mandate-faza-1","BOGDAN MIOARA-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","ROTUNDU OVIDIU-CONSTANTIN-voturi","ROTUNDU OVIDIU-CONSTANTIN-mandate-faza-1","ROTUNDU OVIDIU-CONSTANTIN-mandate-faza-2","NEAGOE GHEORGHE-voturi","NEAGOE GHEORGHE-mandate-faza-1","NEAGOE GHEORGHE-mandate-faza-2","DĂNCĂNEŢ STELIAN-voturi","DĂNCĂNEŢ STELIAN-mandate-faza-1","DĂNCĂNEŢ STELIAN-mandate-faza-2","MEIŢESCU DANIELA-MARIA-voturi","MEIŢESCU DANIELA-MARIA-mandate-faza-1","MEIŢESCU DANIELA-MARIA-mandate-faza-2","POPESCU DAN-voturi","POPESCU DAN-mandate-faza-1","POPESCU DAN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-mandate-g9","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-g9","NICOLAE CRISTIAN-IOAN-voturi","NICOLAE CRISTIAN-IOAN-mandate-faza-1","NICOLAE CRISTIAN-IOAN-mandate-faza-2","COSTEIU IULIAN-ALEXANDRU-voturi","COSTEIU IULIAN-ALEXANDRU-mandate-faza-1","COSTEIU IULIAN-ALEXANDRU-mandate-faza-2","GRIGORE ILIE-MARIUS-voturi","GRIGORE ILIE-MARIUS-mandate-faza-1","GRIGORE ILIE-MARIUS-mandate-faza-2"
34,SIBIU,LASLEA,144731,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:14:53",3477,3359,21,71,26,1678,1582,2,71,23,1593,85,3701,2023,79,111,127,117,0,0,0,68,0,0,809,6,1,482,4,0,0,0,0,234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,LOAMNEŞ,144795,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:17:17",2396,2307,4,52,33,1455,1369,1,52,33,1408,47,2527,1071,70,98,112,128,0,0,0,0,0,0,956,7,1,173,1,0,0,0,0,279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,LUDOŞ,144866,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:22:55",592,533,7,37,15,265,213,0,37,15,248,17,587,322,12,17,19,27,0,0,0,0,0,0,36,1,0,212,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,MARPOD,144893,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:36:40",795,747,12,30,6,509,472,1,30,6,491,18,830,321,24,34,39,53,0,0,0,0,0,0,349,6,0,99,1,1,34,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,MERGHINDEAL,144964,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:52:44",1323,1265,4,23,31,661,611,1,21,28,634,27,1407,746,31,44,50,57,0,0,0,72,1,0,463,8,0,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,MICĂSASA,144991,1,FINAL,UAT,CL,CL_CE,"2024-06-10 17:18:22",1768,1641,0,62,65,1208,1081,0,62,65,1178,11,1838,648,58,82,94,107,0,0,0,0,0,0,568,5,0,533,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,MIHĂILENI,145042,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:41:08",766,742,1,10,13,462,438,1,10,13,421,41,825,363,21,29,33,46,0,0,0,34,0,1,157,3,0,39,0,1,0,0,0,191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,MOŞNA,145104,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:43:10",2912,2879,15,18,0,1438,1414,6,18,0,1353,85,3165,1727,67,94,108,98,0,0,0,297,3,0,220,2,1,507,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"MUNICIPIUL MEDIAŞ",143619,1,FINAL,UAT,CL,CL_CE,"2024-06-10 20:58:14",46406,45931,116,268,91,19764,19404,6,268,86,19169,593,51013,31249,958,1341,1533,752,1196,1,0,1241,1,1,2454,3,0,5773,7,1,0,0,0,1476,0,0,0,0,0,5146,6,1,328,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,154,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"MUNICIPIUL SIBIU",143450,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:07:54",137605,135783,880,751,191,57298,56318,43,748,189,55732,1535,151386,94042,2786,3901,4458,2143,0,0,0,5163,2,0,7868,3,1,9882,4,1,0,0,0,9856,4,0,0,0,0,1325,0,0,2315,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,16537,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,NOCRICH,145140,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:56:10",2533,2444,23,50,16,1540,1468,6,50,16,1399,122,2788,1264,69,97,111,98,0,0,0,204,2,0,635,6,0,191,1,1,0,0,0,88,0,0,0,0,0,0,0,0,245,2,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ AGNITA",143682,1,FINAL,UAT,CL,CL_CE,"2024-06-11 18:11:56",9433,9358,19,53,3,3758,3699,3,53,3,3603,155,10386,6628,180,252,288,177,0,0,0,332,1,1,439,2,0,2031,11,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,220,1,0,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ AVRIG",144054,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:23:22",12357,12252,19,73,13,6099,6029,0,57,13,5883,205,13573,7485,294,411,470,319,0,0,0,795,2,1,1369,4,0,2552,8,0,0,0,0,709,2,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ CISNĂDIE",143735,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:48:30",22015,21665,165,176,9,9719,9523,11,176,9,9455,232,24093,14406,472,661,756,431,0,0,0,834,1,1,1063,2,1,2330,5,0,390,0,0,2860,6,1,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,499,1,0,0,0,0,0,0,0,620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ COPŞA MICĂ",143771,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:55:49",4572,4513,5,40,14,1921,1867,0,40,14,1826,95,5003,3082,91,127,146,121,103,0,0,222,1,1,408,3,0,1093,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ DUMBRĂVENI",143806,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:42:31",6497,6379,13,43,62,3103,2997,1,43,62,2835,267,7111,4009,141,198,226,182,174,0,1,145,0,1,1043,5,1,1003,5,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ MIERCUREA SIBIULUI",144928,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:28:10",3963,3837,17,85,24,1747,1633,5,85,24,1624,113,4229,2482,81,113,129,117,0,0,0,382,3,0,242,2,0,763,6,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ OCNA SIBIULUI",143851,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:23:20",3521,3475,6,34,6,1917,1876,1,34,6,1843,74,3815,1898,92,129,147,141,136,0,0,288,2,0,518,3,1,636,4,0,0,0,0,265,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ SĂLIŞTE",145499,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:09:03",5021,4809,17,116,79,3080,2880,6,116,78,2981,99,5429,2349,149,208,238,185,0,0,0,0,0,0,1012,5,0,1771,9,1,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ORAŞ TĂLMACIU",145827,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:20:16",6618,6555,14,35,14,3610,3561,0,35,14,3477,133,7253,3643,173,243,278,231,0,0,0,0,0,0,865,3,1,1993,8,1,0,0,0,416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,ORLAT,145202,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:11:50",2676,2646,6,8,16,1662,1636,2,8,16,1600,62,2929,1267,80,112,128,123,0,0,0,478,3,1,188,1,0,463,3,1,0,0,0,471,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,PĂUCA,145220,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:59:40",1533,1506,2,9,16,737,712,0,9,16,712,23,1678,941,35,49,56,59,0,0,0,0,0,0,95,1,1,495,8,0,64,1,0,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"POIANA SIBIULUI",145275,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:11:59",1803,1755,0,13,35,931,883,0,13,35,878,53,1962,1031,43,61,70,74,0,0,0,0,0,0,504,6,1,258,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,POPLACA,143502,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:45:10",1502,1492,2,8,0,939,930,1,8,0,910,29,1632,693,45,63,72,82,0,0,0,171,2,0,454,5,0,217,2,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"PORUMBACU DE JOS",145293,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:51:22",2718,2562,11,95,50,1783,1632,8,95,48,1670,113,2829,1046,83,116,133,124,0,0,0,200,1,1,664,5,0,641,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,RACOVIŢA,145355,3,FINAL,UAT,CL,CL_CE,"2024-06-13 19:09:03",2396,2357,2,19,18,1599,1560,2,19,18,1540,59,2590,991,77,107,123,131,0,0,0,0,0,0,371,2,1,1077,8,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,RĂŞINARI,143520,1,FINAL,UAT,CL,CL_CE,"2024-06-10 22:35:30",4405,4372,8,18,7,2461,2434,2,18,7,2384,77,4814,2353,119,166,190,152,0,0,0,173,1,0,654,4,1,1192,7,1,0,0,0,95,0,0,0,0,0,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"RÂU SADULUI",145382,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:56:07",475,453,0,11,11,396,374,0,11,11,359,37,498,102,17,25,28,39,0,0,0,39,1,0,99,2,0,133,3,0,0,0,0,30,0,1,0,0,0,0,0,0,31,0,1,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,ROŞIA,145408,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:15:27",4737,4662,24,26,25,2786,2734,1,26,25,2618,164,5161,2378,130,183,209,149,0,0,0,233,1,1,1395,9,0,475,3,0,69,0,0,120,0,0,0,0,0,146,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,SADU,145471,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:18:11",2244,2199,11,16,18,1516,1480,2,16,18,1466,50,2453,937,73,102,117,122,0,0,0,177,1,1,149,1,0,768,6,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ŞEICA MARE",145667,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:00:23",3729,3584,10,65,70,2088,1960,1,57,70,1994,94,3974,1886,99,139,159,153,0,0,0,112,0,1,373,2,0,710,4,1,0,0,0,514,3,0,0,0,0,0,0,0,285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"ŞEICA MICĂ",145738,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:21:33",1462,1399,14,12,37,818,768,1,12,37,784,34,1588,770,39,54,62,71,0,0,0,0,0,0,234,3,0,550,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,ŞELIMBĂR,143557,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:57:26",14681,14320,143,208,10,7714,7494,2,208,10,7488,215,15716,8002,374,524,599,385,0,0,0,426,1,0,1254,3,0,2475,6,1,0,0,0,1854,4,1,0,0,0,0,0,0,289,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,552,1,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0
