precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"ANEXĂ ȘCOALĂ",491,SOPOT,74242,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:59:11",276,265,0,2,9,181,170,0,2,9,167,14,300,119,111,28,25,3
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",493,SOPOT,74242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:06",344,339,0,3,2,210,205,0,3,2,188,22,360,150,120,36,11,21
17,DOLJ,"SCOALA CU CLASELE I-IV SOPOT",490,SOPOT,74242,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:37:27",359,349,0,6,4,200,190,0,6,4,178,22,393,193,137,21,19,1
17,DOLJ,"SCOALA CU CLASELE I-VIII BELOŢ",492,SOPOT,74242,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:48:22",241,229,0,9,3,160,148,0,9,3,150,10,258,98,125,10,13,2
17,DOLJ,"SCOALA SÎRSCA",494,SOPOT,74242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:45:30",129,121,0,8,0,83,75,0,8,0,73,10,159,76,59,2,11,1
