precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL BOLINTIN - DEAL",75,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:08:47",1453,1418,3,25,7,820,788,0,25,7,778,34,1562,750,48,413,290,27
19,GIURGIU,"GRĂDINIŢA DE COPII BOLINTIN - DEAL",77,BOLINTIN-DEAL,101163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:24:12",965,947,5,8,5,488,473,2,8,5,457,31,1049,561,35,302,103,17
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:20:26",1206,1170,3,23,10,644,611,1,23,9,620,24,1289,645,57,346,197,20
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:57:43",1561,1538,0,15,8,868,845,0,15,8,853,15,1703,835,85,407,231,130
