precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"GRĂDINIŢA NR. 2 DOBRIDOR",417,MOŢĂŢEI,73335,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:17",586,572,0,8,6,310,296,0,8,6,292,18,700,390,140,15,94,39,4
17,DOLJ,"GRĂDINIŢA NR. 2 MOŢĂŢEI",414,MOŢĂŢEI,73335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:30",1667,1625,1,15,26,892,850,1,15,26,845,47,1791,899,555,35,33,202,20
17,DOLJ,"GRĂDINIŢA NR. 3 MOŢĂŢEI",416,MOŢĂŢEI,73335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:33:14",1528,1509,0,5,14,873,854,0,5,14,837,36,1600,727,590,22,54,161,10
17,DOLJ,"ŞCOALA MOŢĂŢEI GARĂ",418,MOŢĂŢEI,73335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:04:06",661,626,2,5,28,340,311,1,5,23,322,18,800,460,192,22,45,57,6
17,DOLJ,"ŞCOALA NR. 1 MOŢĂŢEI",415,MOŢĂŢEI,73335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:36",1046,1031,0,7,8,574,559,0,7,8,550,24,1100,526,397,17,18,95,23
