precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRIVĂŢ DRAGOŞ-PARTIDUL NAȚIONAL LIBERAL-voturi","NAIMAN MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","FILIP NICOLETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JIVAN ALEXANDRU-DAN-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","IVANOV MAGDALENA-OANA-PARTIDUL S.O.S. ROMÂNIA-voturi","ALESTAR NICOLETA-FORȚA DREPTEI-voturi"
38,TULCEA,"CAMIN CULTURAL FRECATEI",117,FRECĂŢEI,160387,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:17:36",988,962,0,13,13,563,537,0,13,13,549,14,1071,508,287,201,4,28,4,25
38,TULCEA,"CAMIN CULTURAL POSTA",119,FRECĂŢEI,160387,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:53",515,499,0,7,9,293,277,0,7,9,290,3,557,264,101,146,2,14,24,3
38,TULCEA,"CĂMIN CULTURAL TELIȚA",120,FRECĂŢEI,160387,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:18",452,432,4,9,7,254,237,1,9,7,248,6,491,233,102,100,6,31,8,1
38,TULCEA,"CENTRU MULTIFUNCTIONAL CATALOI",118,FRECĂŢEI,160387,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:25:39",605,562,0,26,17,605,562,0,26,17,587,18,1110,504,127,396,17,27,17,3
