precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DICĂ DAN-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","IDITA DANA-ANDREEA-UNIUNEA SALVAȚI ROMÂNIA-voturi","FILIP AURELIA-PARTIDUL SOCIAL DEMOCRAT-voturi","IRIMESCU ION-IRINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SADOVEANU MARIAN-PARTIDUL PRO ROMÂNIA-voturi","CREŢU FLORIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","NENIU MARIUS-ELLVYS-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHERASIM TEODOR-CRISTIAN-PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-voturi","FLOREA ALEXANDRU-FLORIN-FORȚA DREPTEI-voturi"
17,DOLJ,"PIAȚĂ AGROALIMENTARĂ",436,PIELEŞTI,73629,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:05:22",1024,969,11,44,0,580,536,0,44,0,569,10,1100,521,49,245,229,19,3,2,0,2,20
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",437,PIELEŞTI,73629,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:44",612,593,1,13,5,444,426,0,13,5,416,28,700,256,187,10,168,10,8,8,13,2,10
17,DOLJ,"ŞCOALA GIMNAZIALĂ PIELEŞTI",434,PIELEŞTI,73629,2,PART,PRCNCT,P,P_SV,"2024-06-12 15:54:41",1349,1264,2,68,15,929,846,0,68,15,882,47,1289,360,278,24,234,108,55,4,0,12,167
17,DOLJ,"SEDIUL FOSTEI ŞCOLI GENERALE NR 2 PIELEŞTI",435,PIELEŞTI,73629,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:57:59",1058,996,15,37,10,707,660,0,37,10,683,24,1100,393,233,38,297,30,9,8,1,20,47
