precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CURTA PETRU-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTIOLE-TĂTAR IULIANA-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL CĂLUGĂRI",304,CĂRPINET,28193,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:07",382,351,5,8,18,267,241,0,8,18,265,2,399,132,221,44
5,BIHOR,"CĂMIN CULTURAL IZBUC",305,CĂRPINET,28193,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:07",401,370,9,7,15,304,282,0,7,15,295,9,424,120,260,35
5,BIHOR,"CĂMIN CULTURAL LEHECENI",306,CĂRPINET,28193,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:43",299,269,1,16,13,234,205,0,16,13,231,3,326,92,211,20
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:58",416,400,2,5,9,289,275,0,5,9,281,8,472,183,240,41
