precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SZILVESZTER ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOZNEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","LÖRINCZI PAL-voturi"
21,HARGHITA,"CÃMINUL CULTURAL ATID",88,ATID,83785,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:40",1086,1081,0,5,0,433,428,0,5,0,415,18,1000,567,148,8,259
21,HARGHITA,"CÃMINUL CULTURAL CRISENI",89,ATID,83785,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:13",567,563,1,3,0,231,227,1,3,0,202,29,600,369,113,37,52
21,HARGHITA,"CÃMINUL CULTURAL CUSMED",90,ATID,83785,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:07",356,352,2,2,0,150,148,0,2,0,140,10,400,250,70,10,60
21,HARGHITA,"CÃMINUL CULTURAL SICLOD",92,ATID,83785,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:25",142,138,3,1,0,62,61,0,1,0,59,3,220,158,46,0,13
21,HARGHITA,"SEDIU COMPOSESORAT INLÃCENI",91,ATID,83785,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:44",122,116,0,6,0,63,57,0,6,0,60,3,200,137,31,1,28
