precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROSU NICUŞOR-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IORDACHE MARCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIE GEORGETA-PARTIDUL SOCIAL DEMOCRAT-voturi","ENACHE STĂNEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL IAZU",206,SCÂNTEIA,94429,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:59",793,787,0,6,0,390,384,0,6,0,376,14,868,478,39,13,244,80
23,IALOMIŢA,"GRĂDINIȚA SCÂNTEIA",204,SCÂNTEIA,94429,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:02",1138,1121,0,7,10,628,611,0,7,10,614,14,1240,612,85,4,518,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,551,18,1100,531,66,6,471,8
