precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”NEGOIŢĂ DĂNĂILĂ”",329,IVEŞTI,76601,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:21:16",1893,1865,1,7,20,809,782,0,7,20,755,54,2075,1266,69,43,70,8,565
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 BUCEȘTI",330,IVEŞTI,76601,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 11:08:01",1728,1700,0,9,19,813,785,0,9,19,726,55,1858,1045,73,57,89,7,500
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”VICTOR ION POPA ” IVEŞTI (ŞCOALA GIMNAZIALA NR.3 IVEŞTI)",326,IVEŞTI,76601,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:53:43",1533,1505,0,13,15,974,946,0,13,15,857,117,1672,698,43,11,51,313,439
18,GALAŢI,"ŞCOALA NR.2 IVEŞTI",325,IVEŞTI,76601,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 11:03:41",739,713,2,7,17,364,340,0,7,17,342,22,785,421,27,11,23,5,276
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",328,IVEŞTI,76601,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:07",1088,1051,1,21,15,652,631,0,6,15,531,98,1194,564,34,12,31,96,358
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",327,IVEŞTI,76601,3,PART,PRCNCT,CL,CL_SV,"2024-06-15 11:20:41",971,952,0,6,13,451,432,0,6,13,425,26,1065,614,37,13,41,24,310
