precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TARŢA SORIN-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DEJI ZENO-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MONCEA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CAMIN CULTURAL JICHISU DE SUS",516,"JICHIŞU DE JOS",55106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:35",177,153,0,15,9,150,126,0,15,9,149,1,180,30,1,9,139
13,CLUJ,"CĂMINUL CULTURAL",515,"JICHIŞU DE JOS",55106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:18",361,342,0,14,5,254,235,0,14,5,249,5,364,110,34,23,192
13,CLUJ,"CĂMINUL CULTURAL",514,"JICHIŞU DE JOS",55106,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:42",389,319,0,41,29,299,229,0,41,29,293,6,365,66,22,59,212
13,CLUJ,"ŞCOALA GENERALĂ",517,"JICHIŞU DE JOS",55106,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:00:20",23,13,0,10,0,18,8,0,10,0,18,0,24,6,1,2,15
13,CLUJ,"ŞCOALA GENERALĂ",518,"JICHIŞU DE JOS",55106,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:38",98,73,0,21,4,70,45,0,21,4,66,4,81,11,1,7,58
