precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALIANȚA PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",317,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:47",1349,1349,0,0,0,587,587,0,0,0,563,24,1513,926,122,83,235,10,14,99
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",316,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:38",1315,1312,1,2,0,536,534,0,2,0,508,28,1413,877,164,95,162,10,27,50
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",320,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:49:02",1570,1557,0,9,4,709,696,0,9,4,669,40,1704,995,219,153,180,52,17,48
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",322,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:55",1305,1275,24,4,2,687,681,0,4,2,666,21,1410,723,258,64,235,3,33,73
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",321,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:08:53",1183,1172,1,2,8,611,601,0,2,8,592,19,1310,699,256,56,209,9,17,45
31,PRAHOVA,"SEDIUL FOSTEI ŞCOLI CU CLASELE I-IV GHIGHIU",318,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:03:14",596,589,1,6,0,317,311,0,6,0,297,10,610,293,170,39,54,3,9,22
31,PRAHOVA,"SEDIUL FOSTEI ŞCOLI CU CLASELE I-IV PUŞCAŞI",319,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:25",330,318,0,12,0,172,160,0,12,0,171,1,410,238,59,74,28,6,2,2
