precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ICLEANU VIOREL-IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","LĂCEANU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOALE VIRGIL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
36,TELEORMAN,"ŞCOALA BALDOVINEŞTI",139,CIOLĂNEŞTI,152528,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:29",360,342,0,7,11,224,206,0,7,11,222,2,370,146,103,103,11,5
36,TELEORMAN,"ŞCOALA GENERALA NR. 3 CIOLĂNEŞTII DIN VALE",140,CIOLĂNEŞTI,152528,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:09",477,442,0,6,29,283,248,0,6,29,279,4,490,207,156,82,36,5
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 CIOLĂNEŞTII DIN DEAL",137,CIOLĂNEŞTI,152528,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:45",669,636,0,6,27,409,376,0,6,27,406,3,700,291,200,134,71,1
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 2 CIOLĂNEŞTII DIN DEAL",138,CIOLĂNEŞTI,152528,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:58",529,494,0,13,22,344,309,0,13,22,328,16,541,197,141,126,40,21
