precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CSEKE ATTILA-ZOLTAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MOHAN AUREL-GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","BLEJAN CIPRIAN-MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOLOJAN ILIE-GAVRIL-PARTIDUL NAȚIONAL LIBERAL-voturi","ORJAN ALEX-ŞERBAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","HABINYÁK ISTVÁN-SEBESTYÉN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","LASCA MIHAI-IOAN-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMINUL CULTURAL",608,TARCEA,31565,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:13",604,594,0,10,0,321,311,0,10,0,315,6,656,335,280,7,2,17,1,8,0
5,BIHOR,"CĂMINUL CULTURAL",508,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:52",575,519,0,41,15,410,354,0,41,15,401,9,582,172,1,121,28,246,5,0,0
5,BIHOR,"CĂMINUL CULTURAL",446,MĂDĂRAS,30014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:35",198,190,0,8,0,122,114,0,8,0,115,7,207,85,1,18,12,82,1,1,0
5,BIHOR,"CĂMINUL CULTURAL",274,BUDUREASA,27846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:23:06",847,820,3,9,15,646,621,1,9,15,624,22,905,259,13,151,30,421,7,0,2
5,BIHOR,"CĂMINUL CULTURAL",297,CĂBEŞTI,28077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:34",236,221,0,8,7,200,185,0,8,7,193,7,237,37,2,73,4,111,0,1,2
5,BIHOR,"CĂMINUL CULTURAL",509,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:44",196,179,0,12,5,153,136,0,12,5,152,1,202,49,1,27,4,119,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",264,BRATCA,27686,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:21:30",394,375,2,10,7,276,259,0,10,7,273,3,423,147,0,122,14,134,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",349,"CRIŞTIORU DE JOS",28889,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:23:38",71,57,0,13,1,50,36,0,13,1,47,2,70,20,2,12,5,28,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",350,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:07",386,339,0,38,9,298,251,0,38,9,288,10,388,90,2,96,9,175,5,0,1
5,BIHOR,"CĂMINUL CULTURAL",513,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:29",323,287,1,20,15,249,214,0,20,15,243,6,333,84,0,37,9,194,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:02",200,193,0,7,0,124,117,0,7,0,121,3,212,88,77,2,3,20,3,16,0
5,BIHOR,"CĂMINUL CULTURAL",278,BUDUREASA,27846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:19",198,191,0,7,0,155,148,0,7,0,151,4,207,52,4,50,6,87,4,0,0
5,BIHOR,"CĂMINUL CULTURAL",655,VÂRCIOROG,32090,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:59",803,784,0,19,0,596,577,0,19,0,578,18,880,284,8,90,32,443,2,0,3
5,BIHOR,"CĂMINUL CULTURAL",348,"CRIŞTIORU DE JOS",28889,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:59:04",288,254,0,22,12,213,179,0,22,12,207,6,307,89,3,31,9,161,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",218,"ORAŞ VAŞCĂU",27007,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:52",133,99,0,13,21,105,71,0,13,21,102,3,114,9,1,37,9,54,1,0,0
5,BIHOR,"CĂMINUL CULTURAL",267,BRATCA,27686,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:29:30",359,352,0,6,1,243,236,0,6,1,240,3,389,145,0,62,6,169,2,0,1
5,BIHOR,"CĂMINUL CULTURAL",536,SĂLACEA,30988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:02",605,580,3,1,21,374,352,0,1,21,371,3,666,292,354,4,0,4,3,6,0
5,BIHOR,"CĂMINUL CULTURAL",295,CĂBEŞTI,28077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:18",142,134,0,8,0,105,97,0,8,0,101,4,148,43,1,39,5,52,3,1,0
5,BIHOR,"CĂMINUL CULTURAL",277,BUDUREASA,27846,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:19",163,160,0,3,0,129,126,0,3,0,124,5,173,44,1,36,9,78,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",620,TĂUTEU,31654,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:10",646,643,0,2,1,335,332,0,2,1,335,0,709,374,32,22,29,245,4,1,2
5,BIHOR,"CĂMINUL CULTURAL",279,BUDUREASA,27846,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:21",124,120,0,1,3,101,97,0,1,3,96,5,132,26,1,45,1,49,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",607,TARCEA,31565,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:05",737,729,0,7,1,321,313,0,7,1,303,18,806,485,212,21,7,56,2,4,1
5,BIHOR,"CĂMINUL CULTURAL",217,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:06",180,168,0,10,2,140,128,0,10,2,135,5,189,49,5,38,6,78,8,0,0
5,BIHOR,"CĂMINUL CULTURAL",214,"ORAŞ VAŞCĂU",27007,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:22:02",179,159,1,12,7,139,120,0,12,7,128,11,181,42,2,31,6,67,22,0,0
5,BIHOR,"CĂMINUL CULTURAL",266,BRATCA,27686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:24",465,445,1,9,10,356,337,0,9,10,351,5,493,137,1,108,33,205,3,0,1
5,BIHOR,"CĂMINUL CULTURAL",339,"COCIUBA MARE",28763,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:44",638,582,0,29,27,315,259,0,29,27,299,16,642,327,2,24,6,264,3,0,0
5,BIHOR,"CĂMINUL CULTURAL",216,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:17:05",139,106,3,25,5,109,79,0,25,5,105,4,114,5,2,13,2,81,7,0,0
5,BIHOR,"CĂMINUL CULTURAL ALMAŞU MARE",238,BALC,27329,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:31",606,586,0,7,13,424,404,0,7,13,409,15,650,226,5,176,35,191,1,0,1
5,BIHOR,"CĂMINUL CULTURAL AUŞEU",231,AUŞEU,27212,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:03",776,756,0,6,14,475,455,0,6,14,467,8,842,367,1,55,51,355,4,1,0
5,BIHOR,"CĂMINUL CULTURAL BĂIŢA",190,"ORAŞ NUCET",26920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:14",605,501,0,76,28,424,335,0,61,28,411,13,547,123,7,157,13,223,7,0,4
5,BIHOR,"CĂMINUL CULTURAL BALC",237,BALC,27329,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:35:43",1031,1002,0,8,21,620,591,0,8,21,584,36,1096,476,219,69,12,276,2,5,1
5,BIHOR,"CĂMINUL CULTURAL BOTEAN",421,INEU,29724,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:42",520,510,0,9,1,284,275,0,9,0,266,18,564,280,2,118,11,134,0,1,0
5,BIHOR,"CĂMINUL CULTURAL BRIHENI",438,LUNCA,29948,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 23:47:24",265,232,2,19,12,206,175,0,19,12,198,8,255,49,2,61,12,121,2,0,0
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:51",278,273,0,3,2,182,179,0,1,2,180,2,311,129,1,21,2,146,10,0,0
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:22",305,286,0,17,2,215,196,0,17,2,210,5,324,109,47,46,10,101,5,0,1
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:58",416,400,2,5,9,289,275,0,5,9,284,5,472,183,6,129,15,128,4,0,2
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:33",386,372,0,6,8,258,244,0,6,8,243,15,416,158,2,72,14,150,4,0,1
5,BIHOR,"CĂMINUL CULTURAL CHIȘLAZ",329,CHIŞLAZ,28530,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:00",454,399,0,45,10,312,257,0,45,10,295,17,438,126,3,27,7,256,1,1,0
5,BIHOR,"CĂMINUL CULTURAL CIUMEGHIU",335,CIUMEGHIU,28665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:54:18",1567,1551,3,11,2,1100,1087,0,11,2,1000,100,1705,605,10,280,269,386,53,1,1
5,BIHOR,"CĂMINUL CULTURAL CORNIŞEŞTI",371,DOBREŞTI,29154,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:27",156,143,0,10,3,86,73,0,10,3,81,2,163,77,2,21,0,56,2,0,0
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:18",427,417,0,10,0,277,267,0,10,0,270,7,460,183,2,128,12,127,1,0,0
5,BIHOR,"CĂMINUL CULTURAL CRESTUR",478,PETREU,27169,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:08",404,398,1,5,0,197,192,0,5,0,175,22,444,247,130,20,3,21,0,1,0
5,BIHOR,"CĂMINUL CULTURAL CRINCEŞTI",372,DOBREŞTI,29154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:14",317,312,0,3,2,177,172,0,3,2,174,3,350,173,0,31,13,128,1,0,1
5,BIHOR,"CĂMINUL CULTURAL DOBREŞTI",370,DOBREŞTI,29154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:57:38",1579,1550,1,13,15,903,875,0,13,15,790,113,1708,805,4,115,60,544,63,1,3
5,BIHOR,"CĂMINUL CULTURAL FÂȘCA",656,VÂRCIOROG,32090,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:25",358,332,0,26,0,284,258,0,26,0,279,5,372,88,6,7,11,255,0,0,0
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:09",291,264,1,14,12,233,207,0,14,12,228,5,312,79,0,42,6,166,14,0,0
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:39",219,211,0,5,3,156,148,0,5,3,154,2,233,77,1,26,8,108,11,0,0
5,BIHOR,"CĂMINUL CULTURAL GHIDA",240,BALC,27329,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:26",140,128,0,8,4,79,67,0,8,4,68,11,149,70,1,2,1,63,1,0,0
5,BIHOR,"CĂMINUL CULTURAL GITTAI ISTVÁN",618,TĂUTEU,31654,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:07",902,884,0,4,14,594,576,0,4,14,588,6,978,384,553,3,3,27,1,1,0
5,BIHOR,"CĂMINUL CULTURAL HIDIŞEL",373,DOBREŞTI,29154,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:17",544,537,0,2,5,348,341,0,2,5,339,9,597,249,0,41,14,277,7,0,0
5,BIHOR,"CĂMINUL CULTURAL HOTĂREL",439,LUNCA,29948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:17",236,210,0,22,4,188,162,0,22,4,183,5,232,44,4,54,10,110,5,0,0
5,BIHOR,"CĂMINUL CULTURAL HUSASĂU DE CRIȘ",422,INEU,29724,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:09",1063,1043,3,17,0,678,661,0,17,0,661,17,1149,471,5,204,19,430,2,1,0
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:15",267,249,2,5,11,185,169,0,5,11,184,1,289,104,2,15,9,140,18,0,0
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE JOS",434,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:10:33",1455,1377,1,47,30,944,867,0,47,30,882,62,1506,562,357,74,58,382,9,0,2
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE SUS",435,"LUGAŞU DE JOS",29902,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:12",710,677,0,18,15,503,470,0,18,15,467,36,742,239,141,93,36,194,3,0,0
5,BIHOR,"CĂMINUL CULTURAL LUNCA",437,LUNCA,29948,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 00:32:28",779,733,3,33,10,557,513,1,33,10,535,22,853,296,4,119,40,350,20,0,2
5,BIHOR,"CĂMINUL CULTURAL LUNCASPRIE",374,DOBREŞTI,29154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:06",777,738,1,15,23,471,433,0,15,23,464,7,809,338,1,31,20,402,9,0,1
5,BIHOR,"CĂMINUL CULTURAL LUPOAIA",411,HOLOD,29573,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:21:33",498,474,0,19,5,258,234,0,19,5,219,39,527,269,2,12,4,201,0,0,0
5,BIHOR,"CĂMINUL CULTURAL MIȘCA",331,CHIŞLAZ,28530,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:56",802,765,0,14,23,626,589,0,14,23,618,8,834,208,584,5,1,28,0,0,0
5,BIHOR,"CAMINUL CULTURAL PACALESTI",382,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:51:51",175,164,0,6,5,143,132,0,6,5,140,3,183,40,2,38,4,95,1,0,0
5,BIHOR,"CAMINUL CULTURAL PANTASESTI",383,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:17",114,108,0,5,1,96,90,0,5,1,94,2,122,26,1,17,0,75,1,0,0
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:53",253,237,2,12,2,151,137,0,12,2,134,17,263,112,4,48,13,66,3,0,0
5,BIHOR,"CĂMINUL CULTURAL PETREASA",517,REMETEA,30719,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:48",368,357,1,3,7,223,212,1,3,7,216,7,392,169,1,86,5,122,2,0,0
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:18",723,684,0,23,16,493,454,0,23,16,449,44,766,273,20,106,20,289,11,0,3
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:02",444,405,0,21,18,360,321,0,21,18,353,7,471,111,0,140,11,199,1,0,2
5,BIHOR,"CĂMINUL CULTURAL RIENI",519,RIENI,30773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:52:34",434,403,1,11,19,284,254,0,11,19,279,5,445,161,3,15,10,239,11,0,1
5,BIHOR,"CĂMINUL CULTURAL SĂLDĂBAGIU DE BARCĂU",241,BALC,27329,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:44",440,417,0,18,5,298,275,0,18,5,270,28,454,156,4,46,16,202,1,0,1
5,BIHOR,"CĂMINUL CULTURAL SÂNLAZĂR",334,CHIŞLAZ,28530,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:37",346,325,0,13,8,229,208,0,13,8,218,11,355,126,7,15,10,183,3,0,0
5,BIHOR,"CĂMINUL CULTURAL SEGHIŞTE",441,LUNCA,29948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:48",511,464,2,28,17,405,360,0,28,17,400,5,509,104,0,76,6,302,15,1,0
5,BIHOR,"CAMINUL CULTURAL SIRBESTI",440,LUNCA,29948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:09",258,209,1,43,5,211,163,0,43,5,207,4,234,23,1,96,6,98,6,0,0
5,BIHOR,"CĂMINUL CULTURAL ŞOIMUŞ",518,REMETEA,30719,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:32",99,94,0,4,1,65,60,0,4,1,64,1,107,42,0,12,0,50,2,0,0
5,BIHOR,"CĂMINUL CULTURAL ŞUŞTIU",442,LUNCA,29948,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:34:19",397,339,0,52,6,341,283,0,52,6,340,1,388,47,0,175,20,135,9,0,1
5,BIHOR,"CAMINUL CULTURAL TIGANESTI",386,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:31",127,122,0,3,2,94,89,0,3,2,94,0,139,45,1,25,5,60,3,0,0
5,BIHOR,"CĂMINUL CULTURAL TOPA DE SUS",376,DOBREŞTI,29154,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 01:27:39",473,466,0,5,2,279,272,0,5,2,262,17,519,240,1,63,12,177,8,0,1
5,BIHOR,"CĂMINUL CULTURAL TOPEŞTI",391,DRĂGEŞTI,29341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:43",183,163,0,14,6,134,114,0,14,6,132,2,193,59,2,12,6,109,1,1,1
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:09:58",1619,1562,2,24,31,1112,1056,1,24,31,1083,17,1765,619,12,478,31,529,30,2,1
5,BIHOR,"CĂMINUL CULTURAL URVIND",436,"LUGAŞU DE JOS",29902,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:06:36",828,742,2,35,49,613,529,0,35,49,604,9,775,162,498,12,9,62,1,19,3
5,BIHOR,"CĂMINUL CULTURAL VALEA DE JOS",523,RIENI,30773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:05",490,450,0,18,22,369,329,0,18,22,366,3,541,172,7,22,7,312,18,0,0
5,BIHOR,"CĂMINUL CULTURAL VALEA DE SUS",311,CÂMPANI,28709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:13",247,224,0,17,6,206,183,0,17,6,196,10,245,39,0,120,10,64,2,0,0
5,BIHOR,"CĂMINUL CULTURAL VINTERE",413,HOLOD,29573,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:52",604,540,3,31,30,405,341,3,31,30,389,16,604,199,6,35,16,327,3,0,2
5,BIHOR,"CASĂ COMUNALĂ SANTĂUL MARE",259,BORŞ,27631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:42",374,342,1,5,26,210,179,0,5,26,208,2,385,175,162,2,4,39,0,1,0
5,BIHOR,"CASA DE CULTURĂ",213,"ORAŞ VAŞCĂU",27007,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:08",1431,1235,4,141,51,1030,838,0,141,51,963,67,1361,331,16,330,30,520,64,3,0
5,BIHOR,"CASA DE CULTURĂ MARGHITA",159,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:06",1121,1110,3,6,2,543,535,0,6,2,539,4,1251,708,284,28,10,209,7,1,0
5,BIHOR,"CASA DE CULTURĂ „MIRON POMPILIU” ŞTEI",201,"ORAŞ ŞTEI",26840,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:51",1125,1075,0,45,5,634,584,0,45,5,614,20,1306,672,4,151,22,413,20,1,3
5,BIHOR,"CASA DE CULTURĂ ZILAHY LAJOS",170,"MUNICIPIUL SALONTA",26975,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:05:37",1404,1378,11,7,8,604,588,1,7,8,577,27,1529,925,334,44,18,170,6,1,4
5,BIHOR,"CASA ROTH",609,TARCEA,31565,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:54",739,728,1,5,5,364,353,1,5,5,351,13,806,442,304,21,8,15,0,1,2
5,BIHOR,"CASA SFÂNTUL ANTON",175,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:56",480,468,2,7,3,273,263,0,7,3,267,6,524,251,154,13,7,72,9,9,3
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",430,LĂZĂRENI,29813,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:47",90,72,1,17,0,68,51,0,17,0,68,0,86,18,1,4,3,60,0,0,0
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",390,DRĂGEŞTI,29341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:07",1224,1091,2,101,30,808,677,0,101,30,775,33,1213,405,0,45,19,706,4,0,1
5,BIHOR,"CENTRU ECONOMIC DE EDUCAȚIE ȘI AFACERI",173,"MUNICIPIUL SALONTA",26975,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:46",1253,1238,4,5,6,525,514,0,5,6,519,6,1372,847,218,52,24,203,14,5,3
5,BIHOR,"CENTRUL AFTER SCHOOL HOLOD",406,HOLOD,29573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:59",399,345,0,39,15,279,225,0,39,15,275,4,402,123,1,39,28,202,4,0,1
5,BIHOR,"CENTRUL CULTURAL MULTIFUNCTIONAL",623,TILEAGD,31716,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:28",1857,1839,1,11,6,850,832,1,11,6,814,36,2022,1172,141,82,39,529,19,0,4
5,BIHOR,"CENTRUL DE AFACERI",312,CEFA,28246,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:32:24",1036,997,0,4,35,645,606,0,4,35,622,23,1096,451,11,92,23,493,2,0,1
5,BIHOR,"CENTRUL DE INFORMARE TURISTICĂ BRATCA",262,BRATCA,27686,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:25",1125,1086,1,24,14,866,828,0,24,14,847,19,1234,368,6,325,53,455,7,0,1
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",98,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:48",1086,1071,5,10,0,442,432,0,10,0,434,8,1217,775,79,31,12,288,7,13,4
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",97,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:16",1241,1223,7,9,2,521,510,0,9,2,502,19,1200,679,74,39,21,328,13,20,7
5,BIHOR,"CENTRUL DE PROMOVARE A CULTURII SÂNTION",261,BORŞ,27631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:39",1760,1700,19,4,37,1009,969,1,4,35,997,12,1876,867,815,10,5,155,4,8,0
5,BIHOR,"CENTRUL MULTIFUNCȚIONAL",185,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:10:51",1174,1164,0,10,0,638,628,0,10,0,530,108,1283,645,35,188,20,108,174,4,1
5,BIHOR,"CENTRU ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”ORIZONT”",99,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:32",1277,1268,3,6,0,461,455,0,6,0,454,7,1393,932,91,36,19,290,2,8,8
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:48:21",1187,1174,0,12,1,509,496,0,12,1,494,15,1284,775,350,12,5,108,4,15,0
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",322,CETARIU,28415,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:33",927,904,0,14,9,627,604,0,14,9,607,20,977,350,256,9,2,115,3,221,1
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",547,SÂNIOB,28610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:23",1093,1040,3,10,40,761,710,1,10,40,731,30,1023,262,655,7,7,30,1,30,1
5,BIHOR,"CLĂDIREA MUZEULUI",195,"ORAŞ SĂCUENI",30915,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:03:30",1465,1439,7,9,10,781,761,1,9,10,744,37,1539,758,402,33,9,108,3,187,2
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ",510,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:15",103,99,0,3,1,72,68,0,3,1,67,5,113,41,1,14,7,43,2,0,0
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ DE INTERES PUBLIC",625,TILEAGD,31716,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:02",477,466,1,7,3,289,279,0,7,3,267,15,514,232,1,52,13,196,5,0,0
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:13",449,401,0,12,36,330,282,0,12,36,318,12,473,143,3,53,7,252,1,2,0
