precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
31,PRAHOVA,"SCOALA CU CLS. I-IV ALUNIS VALE",292,ALUNIŞ,131988,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:09",711,678,0,22,11,511,478,0,22,11,487,24,800,289,144,228,97,18
31,PRAHOVA,"SCOALA GIMNAZIALA GHEORGHE COSTESCU ALUNIS",291,ALUNIŞ,131988,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:11",1123,1095,0,18,10,780,752,0,18,10,756,24,1205,425,186,371,111,88
31,PRAHOVA,"SCOALA GIMNAZIALA SAT OSTROVU",293,ALUNIŞ,131988,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:19",763,737,0,11,15,523,498,0,11,14,502,21,800,277,152,282,51,17
