precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVAN ION-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂPRIŢĂ ADRIAN-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",219,GROJDIBODU,127224,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:28",787,750,0,9,28,527,490,0,9,28,509,18,858,331,65,444
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",220,GROJDIBODU,127224,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:08:56",800,778,0,0,22,518,497,0,0,21,504,14,881,363,58,446
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL HOTARU",221,GROJDIBODU,127224,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:26",525,499,1,4,21,347,322,0,4,21,337,10,574,227,39,298
