precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANIŢAŞ IOAN-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANDAFIR VASILE-RADU-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:06",234,223,0,5,6,168,157,0,5,6,168,0,267,99,40,128
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:22:48",1023,995,0,6,22,645,617,0,6,22,629,16,1125,478,177,452
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:34:22",914,878,0,7,29,522,486,0,7,29,478,44,947,425,133,345
