precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVAN ANETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMĂNICĂ GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULAE RUXANDRA-IULIANA-ALIANȚA ELECTORALĂ PARTIDUL SOCIAL DEMOCRAT + PARTIDUL VERDE-voturi"
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:19:21",1482,1427,5,29,21,915,865,0,29,21,902,13,1575,660,29,634,239
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:17",763,724,2,23,14,517,480,0,23,14,506,10,800,283,13,373,120
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:26:59",1207,1134,4,33,36,812,743,0,33,36,799,13,1250,438,14,570,215
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:33:43",1767,1700,0,34,33,1136,1072,0,31,33,1114,22,1950,814,31,905,178
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:00:08",1731,1655,4,37,35,1240,1168,0,37,35,1222,18,1850,610,23,1019,180
