precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","BLOCUL SUVERANIST ROMÂN-voturi"
28,MUREŞ,"CĂMINUL CULTURAL",493,RUŞII-MUNŢI,119153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:19",198,188,0,9,1,128,118,0,9,1,118,10,210,82,22,45,47,4
28,MUREŞ,"CĂMINUL CULTURAL",492,RUŞII-MUNŢI,119153,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:43:35",1238,1204,1,9,24,766,732,1,9,24,721,45,1347,581,131,441,56,93
28,MUREŞ,"FOSTA SCOALA PRIMARA",494,RUŞII-MUNŢI,119153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:49",306,297,0,8,1,186,177,0,8,1,180,6,321,135,12,124,35,9
