precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL SATUL ILIEŞI",199,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:18",349,341,0,8,0,151,143,0,8,0,138,13,390,239,3,5,130
28,MUREŞ,"CENTRUL CULTURAL ”DOMOKOS KÁZMÉR” SOVATA",197,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:52:58",1503,1499,1,2,1,634,631,0,2,1,602,32,1670,1036,58,23,521
28,MUREŞ,"CENTRUL NAȚIONAL DE INFORMARE ȘI PROMOVARE TURISTICĂ SOVATA",196,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:33",460,447,6,7,0,181,174,0,7,0,177,4,500,319,3,31,143
28,MUREŞ,"PRIMĂRIA ORAŞ SOVATA",195,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:04",1412,1364,32,5,11,644,627,1,5,11,624,16,1520,880,12,59,553
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”S.ILLYES LAJOS” SOVATA",194,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:33",1415,1399,9,2,5,661,654,0,2,5,646,15,1570,909,17,61,568
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”S.ILLYES LAJOS” SOVATA",193,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:47",949,937,2,3,7,386,376,0,3,7,376,10,1093,707,7,31,338
28,MUREŞ,"ŞCOALA PRIMARĂ SĂCĂDATU DE JOS",200,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:03",1204,1195,1,4,4,471,463,0,4,4,456,8,1320,855,13,66,377
28,MUREŞ,"ŞCOALA PRRIMARĂ SOVATA NR.3",198,"ORAŞ SOVATA",114854,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:38:10",1110,1100,2,7,1,500,492,0,7,1,489,11,1220,720,26,7,456
