precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PINTILI VLAD-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","BOLOHAN CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"ŞCOALA HOMIŢA",419,CRISTEŞTI,96637,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:16",305,299,0,6,0,151,145,0,6,0,144,7,300,149,120,24
24,IAŞI,"ŞCOALA PRIMARA HEREŞTI",418,CRISTEŞTI,96637,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:39:23",581,518,0,59,4,376,313,0,59,4,366,10,600,224,336,30
24,IAŞI,"SCOALA PROFESIONALA CRISTEŞTI",416,CRISTEŞTI,96637,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:30",1271,1254,0,9,8,780,763,0,9,8,763,17,1300,520,669,94
24,IAŞI,"SCOALA PROFESIONALA CRISTEŞTI",417,CRISTEŞTI,96637,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:48:43",1113,1101,0,2,10,639,627,0,2,10,565,13,1191,552,496,69
