precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BODESCU CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUJOR MONA-PARTIDUL SOCIAL DEMOCRAT-voturi","BARAN ANDREEA-IUSTINA-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU DORU-FORȚA DREPTEI-voturi"
39,VASLUI,"CENTRUL COMUNITAR INTEGRAT DIN LOCALITATEA SOLEȘTI",460,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:11",932,926,0,2,4,458,452,0,2,4,441,17,1031,572,79,267,6,89
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV BOUȘORI",461,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:32",193,181,0,5,7,103,91,0,5,7,100,3,205,102,34,58,0,8
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV VALEA SILIȘTEI",466,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:40",220,212,0,8,0,127,119,0,8,0,122,5,231,104,49,58,2,13
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL IAZ",462,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:35",312,307,0,4,1,177,172,0,4,1,165,12,336,159,35,97,1,32
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",463,SOLEŞTI,165899,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:05:45",333,326,0,6,1,178,171,0,6,1,164,14,354,176,17,115,1,31
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL ȘTIOBORĂNI",465,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:08",309,294,0,9,6,157,142,0,9,6,152,5,327,170,93,42,2,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ ȘERBOTEȘTI",464,SOLEŞTI,165899,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:32",596,593,0,3,0,282,279,0,3,0,266,16,646,364,43,164,3,56
