precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CĂMIN CULTURAL BORLOVENII VECHI",301,PRIGOR,53577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:42",348,335,0,7,6,225,212,0,7,6,214,11,369,144,6,44,114,29,21
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „IOSIF CORIOLAN BURACU” PRIGOR",299,PRIGOR,53577,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:06:34",776,739,0,20,17,556,519,0,20,17,537,19,803,247,44,120,242,52,79
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ",303,PRIGOR,53577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:01",136,129,0,3,4,95,88,0,3,4,89,6,142,47,6,40,25,9,9
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BORLOVENII NOI",300,PRIGOR,53577,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:55",324,307,0,14,3,180,163,0,14,3,164,16,339,159,5,97,54,4,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PĂTAȘ",302,PRIGOR,53577,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:09",430,414,0,10,6,252,236,0,10,6,239,13,455,203,5,47,159,15,13
