precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PISTRILĂ ALEXA-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂNĂDUC FLORIN-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BREBU IOSIF-PARTIDUL NAȚIONAL LIBERAL-voturi","BABA PĂUN-PARTIDUL SOCIAL DEMOCRAT-voturi","MILOŞ EUGEN-IONUŢ-PARTIDUL MIȘCAREA POPULARĂ-voturi","HERAC-PISTRILĂ NICOLAE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CAMININUL CULTURAL-STANCILOVA DE JOS",332,"ŞOPOTU NOU",54163,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:28:37",89,78,0,8,3,76,65,0,8,3,74,2,84,8,2,7,33,32,0,0
11,CARAŞ-SEVERIN,"CAMINNUL CULTURAL STANCILOVA DE SUS",333,"ŞOPOTU NOU",54163,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:11",124,108,0,10,6,105,89,0,10,6,103,2,123,17,2,1,54,45,0,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL-RAVENSCA",330,"ŞOPOTU NOU",54163,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:24:30",111,103,1,7,0,46,39,0,7,0,46,0,114,68,0,0,7,39,0,0
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘOPOTU NOU",329,"ŞOPOTU NOU",54163,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:12",287,255,0,16,16,212,180,0,16,16,210,2,277,65,3,0,124,82,0,1
11,CARAŞ-SEVERIN,"CASA PARTICULARĂ NR.5",331,"ŞOPOTU NOU",54163,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:40:36",99,90,0,7,2,79,70,0,7,2,79,0,98,19,1,1,63,13,0,1
11,CARAŞ-SEVERIN,"ȘCOALA VALEA ROȘIE",334,"ŞOPOTU NOU",54163,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:10",208,192,0,9,7,182,166,0,9,7,174,8,211,29,0,0,93,77,2,2
