precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"SALA DE SEDINȚE A CONSILIULUI LOCAL BRALOȘTIȚA",253,BRALOŞTIŢA,71126,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:02",621,610,0,11,0,407,396,0,11,0,376,31,621,214,146,30,24,176
17,DOLJ,"ŞCOALA DIN SATUL CIOCANE",254,BRALOŞTIŢA,71126,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:27:44",683,677,0,4,2,449,443,0,4,2,417,32,700,251,239,11,36,131
17,DOLJ,"ŞCOALA DIN SATUL SCHITU",255,BRALOŞTIŢA,71126,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:38",399,393,0,4,2,309,303,0,4,2,289,20,500,191,128,31,15,115
17,DOLJ,"SCOALA DIN SATUL SFIRCEA",256,BRALOŞTIŢA,71126,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:59:11",806,797,0,5,4,516,507,0,5,4,468,48,900,384,158,112,31,167
17,DOLJ,"ŞCOALA DIN SATUL VALEA FÎNTÎNILOR",257,BRALOŞTIŢA,71126,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:36",547,532,0,12,3,374,359,0,12,3,360,14,600,226,188,18,13,141
