precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL SILIŞTEA",282,SILIŞTEA,154228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:45",1029,972,0,26,31,796,739,0,26,31,776,20,1064,268,260,54,462
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BUTEȘTI (FOST LOCAL AL ȘCOLII CU CLASELE I-IV BUTEȘTI)",283,SILIŞTEA,154228,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:07",439,429,0,8,2,281,271,0,8,2,268,13,470,189,140,20,108
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:22:29",259,250,0,4,5,168,159,0,4,5,164,4,270,102,40,20,104
