county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","LÖRINCZI PAL-voturi","LÖRINCZI PAL-mandate-faza-1","LÖRINCZI PAL-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","KOVÁCS MELINDA-voturi","KOVÁCS MELINDA-mandate-faza-1","KOVÁCS MELINDA-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","PÉTER FERENC-voturi","PÉTER FERENC-mandate-faza-1","PÉTER FERENC-mandate-faza-2","BERECZKI KOVÁCS ATTILA-voturi","BERECZKI KOVÁCS ATTILA-mandate-faza-1","BERECZKI KOVÁCS ATTILA-mandate-faza-2","ÖRSI SÁNDOR-voturi","ÖRSI SÁNDOR-mandate-faza-1","ÖRSI SÁNDOR-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA NAȚIUNII ROMÂNE-voturi","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-1","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","NAGY NORBERT-voturi","NAGY NORBERT-mandate-faza-1","NAGY NORBERT-mandate-faza-2","PÁL ISTVÁN-CSABA-voturi","PÁL ISTVÁN-CSABA-mandate-faza-1","PÁL ISTVÁN-CSABA-mandate-faza-2","ÁBRAHÁM-PÉTERFI RÓBERT-voturi","ÁBRAHÁM-PÉTERFI RÓBERT-mandate-faza-1","ÁBRAHÁM-PÉTERFI RÓBERT-mandate-faza-2","BENCZE ARNOLD-voturi","BENCZE ARNOLD-mandate-faza-1","BENCZE ARNOLD-mandate-faza-2","BÁLINT ERVIN-voturi","BÁLINT ERVIN-mandate-faza-1","BÁLINT ERVIN-mandate-faza-2","BIRÓ IBOLYA-voturi","BIRÓ IBOLYA-mandate-faza-1","BIRÓ IBOLYA-mandate-faza-2","BÁLINT EMMA-voturi","BÁLINT EMMA-mandate-faza-1","BÁLINT EMMA-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL PENTRU ODORHEIU SECUIESC-voturi","PARTIDUL PENTRU ODORHEIU SECUIESC-mandate-faza-1","PARTIDUL PENTRU ODORHEIU SECUIESC-mandate-faza-2","PUI NÁNDOR-voturi","PUI NÁNDOR-mandate-faza-1","PUI NÁNDOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SZÁFTA ANDRÁS-voturi","SZÁFTA ANDRÁS-mandate-faza-1","SZÁFTA ANDRÁS-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-1","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","HUSZÁR FARKAS-GÁBOR-voturi","HUSZÁR FARKAS-GÁBOR-mandate-faza-1","HUSZÁR FARKAS-GÁBOR-mandate-faza-2","BÁLINT-TULIT GYÖRGY-voturi","BÁLINT-TULIT GYÖRGY-mandate-faza-1","BÁLINT-TULIT GYÖRGY-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g9","TODOR TAMÁS-voturi","TODOR TAMÁS-mandate-faza-1","TODOR TAMÁS-mandate-faza-2","SZABÓ ZSOLT-voturi","SZABÓ ZSOLT-mandate-faza-1","SZABÓ ZSOLT-mandate-faza-2","RÉSZEG ERNŐ-voturi","RÉSZEG ERNŐ-mandate-faza-1","RÉSZEG ERNŐ-mandate-faza-2","POTYÓ ÉVA-voturi","POTYÓ ÉVA-mandate-faza-1","POTYÓ ÉVA-mandate-faza-2","FÁBIÁN ZOLTÁN-voturi","FÁBIÁN ZOLTÁN-mandate-faza-1","FÁBIÁN ZOLTÁN-mandate-faza-2","BERNAD ADRIAN-GHEORGHE-voturi","BERNAD ADRIAN-GHEORGHE-mandate-faza-1","BERNAD ADRIAN-GHEORGHE-mandate-faza-2","MEZEI LILIANA-voturi","MEZEI LILIANA-mandate-faza-1","MEZEI LILIANA-mandate-faza-2","PARTIDUL PHRALIPE AL ROMILOR-voturi","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-1","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-2","POPA PETRU-CRISTIAN-voturi","POPA PETRU-CRISTIAN-mandate-faza-1","POPA PETRU-CRISTIAN-mandate-faza-2","DOBREAN VASILE-voturi","DOBREAN VASILE-mandate-faza-1","DOBREAN VASILE-mandate-faza-2","COTFAS VASILE-DORIN-IULIU-voturi","COTFAS VASILE-DORIN-IULIU-mandate-faza-1","COTFAS VASILE-DORIN-IULIU-mandate-faza-2","BIRÓ KÁROLY-voturi","BIRÓ KÁROLY-mandate-faza-1","BIRÓ KÁROLY-mandate-faza-2","RAFAIN ENDRE-voturi","RAFAIN ENDRE-mandate-faza-1","RAFAIN ENDRE-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","BORBÉLY ZSUZSÁNNA-voturi","BORBÉLY ZSUZSÁNNA-mandate-faza-1","BORBÉLY ZSUZSÁNNA-mandate-faza-2","BORBÉLY ZSUZSÁNNA-mandate-g9","TIFÁN CSABA-voturi","TIFÁN CSABA-mandate-faza-1","TIFÁN CSABA-mandate-faza-2","TIFÁN CSABA-mandate-g9"
21,HARGHITA,ATID,83785,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:17:33",2273,2250,6,17,0,939,921,1,17,0,851,88,2448,1509,42,59,68,65,635,9,1,57,0,2,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,AVRĂMEŞTI,83847,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:42:59",2206,2183,7,16,0,1177,1158,3,16,0,1103,74,2390,1213,55,77,88,99,944,9,1,0,0,0,0,0,0,146,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,BILBOR,83936,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:50:13",2206,2165,1,3,37,1373,1333,0,3,37,1342,31,2380,1007,67,93,107,117,0,0,0,318,2,1,0,0,0,0,0,0,0,0,0,973,8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,BRĂDEŞTI,83151,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:40:47",1732,1716,3,11,2,1126,1117,0,7,2,1104,22,1880,754,55,77,88,100,910,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CĂPÂLNIŢA,83963,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:16:04",1674,1655,1,4,14,931,912,1,4,14,877,54,1800,869,43,61,70,79,350,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,5,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CÂRŢA,84102,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:26:20",2217,2170,14,0,33,1256,1221,2,0,33,1230,26,2400,1144,61,86,98,106,1173,11,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CICEU,86461,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:04:39",2301,2236,1,1,63,1376,1311,1,1,63,1318,58,2500,1124,65,92,105,119,1142,9,1,0,0,0,0,0,0,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CIUCSÂNGEORGIU,83981,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:15:28",3915,3863,7,18,27,1883,1838,0,18,27,1795,88,3826,1943,89,125,143,119,1642,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CIUMANI,84086,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:48:44",3629,3544,8,3,74,2039,1963,0,3,73,2004,35,3885,1846,100,140,160,154,1273,8,0,0,0,0,0,0,0,731,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,CORBU,84148,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:36:54",1157,1141,2,9,5,643,629,0,9,5,615,28,1260,617,30,43,49,68,0,0,0,423,6,0,0,0,0,0,0,0,0,0,0,192,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
