county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","LÖRINCZI PAL-voturi","LÖRINCZI PAL-mandate-faza-1","LÖRINCZI PAL-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","KOVÁCS MELINDA-voturi","KOVÁCS MELINDA-mandate-faza-1","KOVÁCS MELINDA-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","PÉTER FERENC-voturi","PÉTER FERENC-mandate-faza-1","PÉTER FERENC-mandate-faza-2","BERECZKI KOVÁCS ATTILA-voturi","BERECZKI KOVÁCS ATTILA-mandate-faza-1","BERECZKI KOVÁCS ATTILA-mandate-faza-2","ÖRSI SÁNDOR-voturi","ÖRSI SÁNDOR-mandate-faza-1","ÖRSI SÁNDOR-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","UNIUNEA NAȚIUNII ROMÂNE-voturi","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-1","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","NAGY NORBERT-voturi","NAGY NORBERT-mandate-faza-1","NAGY NORBERT-mandate-faza-2","PÁL ISTVÁN-CSABA-voturi","PÁL ISTVÁN-CSABA-mandate-faza-1","PÁL ISTVÁN-CSABA-mandate-faza-2","ÁBRAHÁM-PÉTERFI RÓBERT-voturi","ÁBRAHÁM-PÉTERFI RÓBERT-mandate-faza-1","ÁBRAHÁM-PÉTERFI RÓBERT-mandate-faza-2","BENCZE ARNOLD-voturi","BENCZE ARNOLD-mandate-faza-1","BENCZE ARNOLD-mandate-faza-2","BÁLINT ERVIN-voturi","BÁLINT ERVIN-mandate-faza-1","BÁLINT ERVIN-mandate-faza-2","BIRÓ IBOLYA-voturi","BIRÓ IBOLYA-mandate-faza-1","BIRÓ IBOLYA-mandate-faza-2","BÁLINT EMMA-voturi","BÁLINT EMMA-mandate-faza-1","BÁLINT EMMA-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","PARTIDUL PENTRU ODORHEIU SECUIESC-voturi","PARTIDUL PENTRU ODORHEIU SECUIESC-mandate-faza-1","PARTIDUL PENTRU ODORHEIU SECUIESC-mandate-faza-2","PUI NÁNDOR-voturi","PUI NÁNDOR-mandate-faza-1","PUI NÁNDOR-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","SZÁFTA ANDRÁS-voturi","SZÁFTA ANDRÁS-mandate-faza-1","SZÁFTA ANDRÁS-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-1","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","HUSZÁR FARKAS-GÁBOR-voturi","HUSZÁR FARKAS-GÁBOR-mandate-faza-1","HUSZÁR FARKAS-GÁBOR-mandate-faza-2","BÁLINT-TULIT GYÖRGY-voturi","BÁLINT-TULIT GYÖRGY-mandate-faza-1","BÁLINT-TULIT GYÖRGY-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g9","TODOR TAMÁS-voturi","TODOR TAMÁS-mandate-faza-1","TODOR TAMÁS-mandate-faza-2","SZABÓ ZSOLT-voturi","SZABÓ ZSOLT-mandate-faza-1","SZABÓ ZSOLT-mandate-faza-2","RÉSZEG ERNŐ-voturi","RÉSZEG ERNŐ-mandate-faza-1","RÉSZEG ERNŐ-mandate-faza-2","POTYÓ ÉVA-voturi","POTYÓ ÉVA-mandate-faza-1","POTYÓ ÉVA-mandate-faza-2","FÁBIÁN ZOLTÁN-voturi","FÁBIÁN ZOLTÁN-mandate-faza-1","FÁBIÁN ZOLTÁN-mandate-faza-2","BERNAD ADRIAN-GHEORGHE-voturi","BERNAD ADRIAN-GHEORGHE-mandate-faza-1","BERNAD ADRIAN-GHEORGHE-mandate-faza-2","MEZEI LILIANA-voturi","MEZEI LILIANA-mandate-faza-1","MEZEI LILIANA-mandate-faza-2","PARTIDUL PHRALIPE AL ROMILOR-voturi","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-1","PARTIDUL PHRALIPE AL ROMILOR-mandate-faza-2","POPA PETRU-CRISTIAN-voturi","POPA PETRU-CRISTIAN-mandate-faza-1","POPA PETRU-CRISTIAN-mandate-faza-2","DOBREAN VASILE-voturi","DOBREAN VASILE-mandate-faza-1","DOBREAN VASILE-mandate-faza-2","COTFAS VASILE-DORIN-IULIU-voturi","COTFAS VASILE-DORIN-IULIU-mandate-faza-1","COTFAS VASILE-DORIN-IULIU-mandate-faza-2","BIRÓ KÁROLY-voturi","BIRÓ KÁROLY-mandate-faza-1","BIRÓ KÁROLY-mandate-faza-2","RAFAIN ENDRE-voturi","RAFAIN ENDRE-mandate-faza-1","RAFAIN ENDRE-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","BORBÉLY ZSUZSÁNNA-voturi","BORBÉLY ZSUZSÁNNA-mandate-faza-1","BORBÉLY ZSUZSÁNNA-mandate-faza-2","BORBÉLY ZSUZSÁNNA-mandate-g9","TIFÁN CSABA-voturi","TIFÁN CSABA-mandate-faza-1","TIFÁN CSABA-mandate-faza-2","TIFÁN CSABA-mandate-g9"
21,HARGHITA,CORUND,84175,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:34:13",4919,4794,12,13,100,2485,2370,2,13,100,2448,37,5500,3015,122,171,195,163,2448,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,COZMENI,86446,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:28:50",1641,1621,4,7,9,817,800,1,7,9,756,61,1790,973,37,52,60,68,756,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,DĂNEŞTI,84237,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:55:38",1869,1808,2,0,59,1128,1069,0,0,59,1084,44,2000,872,54,75,86,98,1084,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,DÂRJIU,84380,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:43:11",814,806,2,6,0,388,382,0,6,0,359,29,880,492,17,25,28,39,359,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,DEALU,84264,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:37:50",3241,2651,3,587,0,1970,1961,1,8,0,1946,24,3500,1530,97,136,155,146,1898,13,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,DITRĂU,84344,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:51:10",4724,4648,9,4,63,2475,2407,1,4,63,2362,88,5100,2650,118,165,188,157,2041,13,0,0,0,0,0,0,0,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,FELICENI,83197,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:52:14",2970,2922,12,32,4,1740,1698,6,32,4,1697,43,3200,1460,84,118,135,130,1182,9,0,0,0,0,0,0,0,515,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,FRUMOASA,84415,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:08:14",3017,2959,2,26,30,1646,1611,0,5,30,1592,53,3290,1615,79,111,127,122,1316,10,1,0,0,0,0,0,0,276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,GĂLĂUŢAŞ,84460,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:59:48",1939,1921,4,5,9,912,898,0,5,9,873,39,2100,1188,43,61,69,76,158,2,0,306,4,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,214,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,JOSENI,84558,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:17:58",4666,4579,15,2,70,2527,2454,1,2,70,2432,95,5100,2573,121,170,194,162,2253,13,1,0,0,0,0,0,0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,LĂZAREA,84594,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:36:18",2953,2900,8,21,24,1602,1566,1,16,19,1543,59,3198,1596,77,108,123,118,867,7,0,0,0,0,0,0,0,676,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,LELICENI,86479,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:50:56",1896,1886,2,7,1,1128,1120,0,7,1,1071,53,2060,936,53,74,85,97,747,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,122,1,0,53,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,LUETA,84629,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:12:39",3015,3009,1,2,3,1346,1341,0,2,3,1305,41,3300,1954,65,91,104,100,1202,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,"LUNCA DE JOS",84656,2,FINAL,UAT,CL,CL_CE,"2024-06-27 12:58:39",4265,4232,6,22,5,2117,2088,2,22,5,2037,80,4680,2563,101,142,162,135,1618,11,1,0,0,0,0,0,0,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,"LUNCA DE SUS",84754,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:58:43",2675,2649,4,22,0,1364,1342,0,22,0,1317,47,2900,1536,65,92,105,101,1132,11,0,0,0,0,0,0,0,185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,LUPENI,84825,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:17:10",3893,3804,4,25,60,2648,2563,0,25,60,2597,51,4200,1552,129,181,207,199,2597,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,MĂDĂRAŞ,86438,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:12:32",1836,1808,5,2,21,1189,1166,0,2,21,1136,53,2000,811,56,79,90,101,848,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,0,19,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,MĂRTINIŞ,84923,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:49:48",2411,2315,17,43,36,1218,1154,2,43,19,1167,51,2574,1356,58,81,93,106,1167,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,MEREŞTI,85056,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:24:37",1089,1043,2,9,35,564,520,0,9,35,549,15,1100,536,27,38,43,61,461,7,1,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,MIHĂILENI,85074,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:27:16",2235,2161,10,27,37,1319,1254,1,27,37,1271,48,2400,1081,63,88,101,112,763,6,1,0,0,0,0,0,0,362,3,0,0,0,0,37,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,MUGENI,85127,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:02:11",2980,2915,5,26,34,1649,1589,0,26,34,1606,43,3200,1551,80,112,128,123,1369,11,0,0,0,0,0,0,0,237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,"MUNICIPIUL GHEORGHENI",83561,3,FINAL,UAT,CL,CL_CE,"2024-06-13 15:00:44",15830,15604,87,99,40,6654,6513,3,99,39,6449,188,17300,10662,322,451,515,370,4559,12,0,0,0,0,0,0,0,1246,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,HARGHITA,"MUNICIPIUL MIERCUREA-CIUC",83320,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:12:01",33579,33100,186,232,61,14820,14524,5,231,60,14466,317,36800,22008,723,1012,1157,695,10873,15,1,793,1,0,0,0,0,1548,2,0,130,0,0,704,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
