precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVAN ANGELICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","PETREA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZAHARIA ANDRONIC-UNIUNEA SALVAȚI ROMÂNIA-voturi","ILIE DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","IVAN COSTICĂ-FORȚA DREPTEI-voturi","ZAHARIA GEORGE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","NEAGU MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","GĂLIE MARIAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 CHIRAFTEI",348,MĂSTĂCANI,76718,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:48",1068,1038,0,13,17,495,465,0,13,17,495,0,1152,657,107,74,33,219,16,15,9,22
18,GALAŢI,"SCOALA GIMNAZIALA NR 1 GHE. POALELUNGI MASTACANI",346,MĂSTĂCANI,76718,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:43",1015,990,0,11,14,456,431,0,11,14,443,13,1122,666,14,103,17,236,14,7,7,45
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2 CHIRAFTEI",349,MĂSTĂCANI,76718,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:42",1023,999,0,7,17,465,441,0,7,17,452,13,1115,650,40,86,51,236,21,2,3,13
18,GALAŢI,"SCOALA GIMNAZIALA NR. 3 MĂSTĂCANI",347,MĂSTĂCANI,76718,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:22",760,735,0,8,17,366,341,0,8,17,346,20,808,442,31,87,33,135,32,2,9,17
