precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-voturi"
29,NEAMŢ,"LICEUL TEHNOLOGIC",214,BOTEŞTI,121796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:30",1046,1043,0,3,0,429,426,0,3,0,407,22,1100,671,69,181,47,26,66,11,7
29,NEAMŢ,"LICEUL TEHNOLOGIC",213,BOTEŞTI,121796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:58",954,953,0,0,1,382,381,0,0,1,367,15,1000,618,71,134,38,21,74,15,14
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",211,BOTEŞTI,121796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:20",374,370,0,4,0,235,231,0,4,0,231,4,400,165,89,100,14,5,9,13,1
29,NEAMŢ,"SCOALA CU CLASELE I-VII",212,BOTEŞTI,121796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:48",1744,1737,2,5,0,731,724,2,5,0,701,30,1900,1169,54,379,63,142,38,21,4
