precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
40,VÂLCEA,"CAMINUL CULTURAL DĂEŞTI",209,DĂEŞTI,169351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:31",743,732,4,7,0,437,427,3,7,0,414,23,800,363,15,79,58,258,4
40,VÂLCEA,"ŞCOALA BĂBUEŞTI",207,DĂEŞTI,169351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:13",76,67,0,9,0,46,37,0,9,0,45,1,90,44,0,4,3,38,0
40,VÂLCEA,"ŞCOALA DĂEŞTI",206,DĂEŞTI,169351,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:19",825,804,0,13,8,524,503,0,13,8,504,20,900,376,2,109,44,339,10
40,VÂLCEA,"ŞCOALA FEDELEŞOIU",208,DĂEŞTI,169351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:16",889,872,1,13,3,567,551,0,13,3,548,19,960,393,4,130,28,382,4
