precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL DOLU",310,ZIMBOR,143147,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:24:15",50,38,0,12,0,41,29,0,12,0,40,1,50,9,11,3,15,11
33,SĂLAJ,"CĂMINUL CULTURAL SÂNCRAIU ALMAȘULUI",311,ZIMBOR,143147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:36",145,132,0,11,2,94,81,0,11,2,91,3,145,51,43,5,38,5
33,SĂLAJ,"CĂMINUL CULTURAL SUTORU",312,ZIMBOR,143147,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:52:33",105,96,1,7,1,75,66,1,7,1,67,8,110,35,17,4,42,4
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",309,ZIMBOR,143147,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:16",489,472,3,6,8,342,328,0,6,8,331,11,519,177,76,13,211,31
