precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"CENTRU DE ZI PENTRU PERSOANE ADULTE CU DIZABILITATI",229,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:09:11",1155,1126,0,27,2,597,568,0,27,2,583,14,1200,603,173,76,254,23,16,31,10
4,BACĂU,"CLUBUL ELEVILOR",224,"ORAŞ TÂRGU OCNA",20965,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:39:30",1310,1294,0,13,3,652,636,0,13,3,640,12,1500,848,176,67,297,48,8,24,20
4,BACĂU,"COLEGIUL NATIONAL COSTACHE NEGRI",225,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:56",1445,1389,3,10,43,669,616,0,10,43,627,42,1500,831,145,55,318,34,18,48,9
4,BACĂU,"GRADINITA NR. 2",226,"ORAŞ TÂRGU OCNA",20965,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:58:17",1410,1397,0,13,0,618,605,0,13,0,606,12,1500,882,164,91,270,42,8,20,11
4,BACĂU,"SCOALA GENERALA NR. 1",223,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:22",1347,1330,3,13,1,623,607,2,13,1,605,18,1500,877,178,85,247,30,16,30,19
4,BACĂU,"SCOALA GENERALA NR. 3",228,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:24",909,900,0,9,0,420,411,0,9,0,398,22,1000,580,84,41,216,10,16,25,6
4,BACĂU,"SCOALA GENERALA NR. 3",227,"ORAŞ TÂRGU OCNA",20965,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:04",1055,1038,0,14,3,474,457,0,14,3,456,18,1100,626,87,46,255,24,13,16,15
4,BACĂU,"SCOALA GENERALA NR. 5",230,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:50",758,751,1,6,0,367,361,0,6,0,354,13,904,537,60,37,214,14,10,10,9
4,BACĂU,"SCOALA GENERALA NR. 6",231,"ORAŞ TÂRGU OCNA",20965,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:07",951,936,2,9,4,521,508,0,9,4,504,17,1006,485,50,30,383,11,19,4,7
