precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL URLUIEȘTI",290,CEPARI,15313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:11",205,195,0,4,6,131,121,0,4,6,125,6,256,125,7,76,33,9
3,ARGEŞ,"CĂMINUL CULTURAL CEPARI",287,CEPARI,15313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:51:37",661,636,4,11,10,406,384,1,11,10,376,19,700,305,51,157,136,32
3,ARGEŞ,"ŞCOALA CĂRPENIŞ",288,CEPARI,15313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:11",583,560,0,9,14,391,368,0,9,14,383,8,600,209,24,85,249,25
3,ARGEŞ,"ŞCOALA CEPARI - UNGURENI",289,CEPARI,15313,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:45",269,263,0,3,3,171,166,0,3,2,168,3,300,129,14,80,57,17
