precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ZGUBEA",356,ROŞIILE,172698,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:32",271,257,0,12,2,192,180,0,12,0,175,16,290,95,17,78,65,1,14,0,0
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ROŞIILE",354,ROŞIILE,172698,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:15",879,807,1,40,31,603,532,0,40,31,524,38,890,300,229,94,45,77,37,6,36
40,VÂLCEA,"ŞCOALA PRIMARĂ ROMANEŞTI",355,ROŞIILE,172698,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:03:06",834,783,0,29,22,490,439,0,29,22,434,49,860,364,120,209,33,39,15,3,15
