precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL ADEA",359,"SINTEA MARE",12055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:30:44",840,810,6,5,19,520,494,2,5,19,474,46,920,400,162,122,103,72,15
2,ARAD,"CĂMINUL CULTURAL ŢIPAR I",360,"SINTEA MARE",12055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:42:42",1125,1105,1,5,14,657,638,0,5,14,627,30,1227,570,81,239,246,51,10
2,ARAD,"CLUBUL TINERETULUI",358,"SINTEA MARE",12055,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:56:45",1012,990,0,5,17,658,636,0,5,17,620,38,1120,462,11,253,223,69,64
