precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MITRANA MUGUR-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","OLTEAN IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PÎRLEA CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",354,"23 AUGUST",60598,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:20",1302,1298,1,1,2,691,688,0,1,2,676,15,1432,741,543,92,41
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",353,"23 AUGUST",60598,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:30:55",1292,1282,7,0,3,656,651,2,0,3,645,11,1410,754,538,69,38
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",356,"23 AUGUST",60598,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:21",1068,1059,1,8,0,488,480,0,8,0,465,23,1164,676,422,20,23
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",355,"23 AUGUST",60598,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:00",1161,1157,0,4,0,657,653,0,4,0,639,18,1276,619,572,45,22
