precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FLOREA VALENTIN-voturi"
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1169,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:59:38",1191,1184,1,6,0,456,450,0,6,0,433,20,1200,745,225,28,23,15,2,2,15,6,82,22,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1168,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:43:10",1488,1477,6,5,0,621,616,0,5,0,605,16,1500,879,290,69,24,36,8,3,8,7,121,20,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1172,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:32:00",1593,1587,0,6,0,543,537,0,6,0,536,7,1600,1057,284,47,35,27,5,0,4,6,90,20,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1164,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:50:51",1410,1400,6,4,0,599,595,0,4,0,574,18,1400,808,279,49,24,29,3,3,5,7,135,24,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1170,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:25:37",1412,1404,3,5,0,619,614,0,5,0,607,12,1400,781,328,36,17,21,8,0,6,5,142,27,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1167,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:17:43",1243,1230,3,10,0,535,525,0,10,0,517,18,1200,665,254,43,16,28,6,0,6,3,135,16,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1237,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:46:17",1159,1148,5,6,0,391,385,0,6,0,378,13,1200,809,180,37,13,23,4,1,4,3,76,25,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1232,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:29:12",1362,1332,21,9,0,586,577,0,9,0,573,13,1300,714,271,42,14,30,8,3,6,2,174,12,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1236,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:31:44",1466,1451,5,10,0,549,539,0,10,0,536,13,1500,951,283,46,24,31,6,0,6,3,91,30,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1238,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:44:25",1427,1407,5,15,0,643,628,0,15,0,628,15,1400,757,301,48,16,41,4,5,6,3,178,11,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1235,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:56:28",1620,1602,7,11,0,668,657,0,11,0,651,17,1600,932,313,38,23,42,10,5,4,5,173,13,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1233,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:37:04",1573,1563,3,7,0,799,792,0,7,0,778,21,1600,801,359,55,19,48,7,1,22,7,223,19,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.117",1234,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:35:37",1650,1599,38,13,0,829,814,2,13,0,822,7,1600,761,370,55,15,54,7,1,4,5,286,13,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1223,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:52:19",1084,1075,2,7,0,406,399,0,7,0,398,8,1100,694,198,50,7,17,0,1,3,6,87,13,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1229,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:32:20",1354,1346,1,7,0,566,559,0,7,0,551,15,1400,834,282,66,23,26,3,3,4,4,109,16,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1224,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:49:27",1296,1276,13,7,0,542,535,0,7,0,532,10,1300,758,286,46,11,27,3,6,8,5,114,17,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1226,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:09:08",1452,1447,1,4,0,588,584,0,4,0,574,14,1500,912,280,64,14,25,3,3,5,2,108,40,30
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1227,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:06:30",1202,1187,9,6,0,491,485,0,6,0,475,16,1200,709,231,51,18,20,3,1,7,8,89,28,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1231,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:46:07",1361,1334,23,4,0,547,543,0,4,0,535,12,1300,753,272,50,20,27,4,1,6,8,115,13,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1228,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:18:05",1618,1611,4,3,0,693,690,0,3,0,677,13,1600,900,337,60,28,46,6,8,5,11,125,25,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1284,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:36:25",1178,1174,0,4,0,374,370,0,4,0,357,16,1200,827,142,50,30,12,1,4,5,5,49,44,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1286,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:09:57",1081,1080,0,1,0,253,252,0,1,0,244,9,1100,847,113,34,16,5,5,1,3,2,22,34,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1285,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:05:25",1552,1542,0,10,0,514,504,0,10,0,481,22,1600,1060,195,85,45,14,3,2,7,4,64,48,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1210,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:18:00",1482,1472,3,7,0,610,603,0,7,0,602,8,1500,890,291,45,17,50,4,5,4,4,140,21,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1204,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:41:54",1497,1491,0,6,0,676,670,0,6,0,658,18,1500,824,346,54,24,29,7,4,1,7,149,21,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1206,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:22:43",1579,1558,7,14,0,735,721,0,14,0,720,15,1599,864,344,51,13,38,11,4,6,9,209,17,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1211,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:25:15",1849,1810,20,19,0,818,799,0,19,0,802,6,1800,982,371,44,24,49,6,15,5,9,223,31,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1209,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:06:53",1391,1379,6,4,2,569,563,0,4,2,561,8,1400,831,272,41,18,31,4,4,7,7,143,15,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1202,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:07:38",1523,1507,9,7,0,672,665,0,7,0,648,23,1500,827,315,57,16,40,3,1,8,6,166,25,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1203,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:24:11",1727,1719,3,5,0,849,844,0,5,0,832,17,1700,832,394,77,17,59,11,3,4,12,214,19,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1205,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:47:03",1660,1656,0,4,0,797,793,0,4,0,777,16,1700,907,380,59,23,52,9,1,9,10,192,21,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1208,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:31:33",1831,1807,18,6,0,780,774,0,6,0,763,17,1800,1020,326,55,20,64,8,3,7,15,16,190,59
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.161",1287,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:48:38",1202,1194,0,8,0,293,285,0,8,0,277,16,1200,106,110,50,18,9,2,0,5,9,34,30,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1282,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:23:37",1072,1065,2,5,0,468,463,0,5,0,452,16,1100,632,173,52,28,22,2,1,4,8,98,46,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1283,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:54:54",1686,1677,0,9,0,665,656,0,9,0,654,11,1700,1035,309,60,35,28,7,6,3,8,121,59,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1265,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:13:14",1517,1510,7,0,0,658,657,1,0,0,635,23,1600,942,345,58,11,30,3,4,4,6,138,21,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1266,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:28:40",1439,1414,19,6,0,555,549,0,6,0,549,0,1400,848,247,39,25,27,4,4,6,5,139,22,31
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1268,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:06:44",1052,1042,2,8,0,430,422,0,8,0,421,9,1100,670,175,40,19,28,0,4,4,5,111,18,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1267,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:28:26",1153,1141,3,9,0,496,484,3,9,0,481,13,1200,305,225,24,17,30,2,3,6,10,123,19,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1272,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:57:01",1190,1179,4,7,0,517,510,0,7,0,495,22,1200,683,222,64,29,32,5,4,4,4,72,43,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1270,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:11:48",1364,1354,0,10,0,575,565,0,10,0,564,11,1400,825,288,54,17,21,8,3,8,5,122,25,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1271,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:33:58",1140,1114,22,4,0,440,436,0,4,0,429,11,1100,660,203,57,22,22,4,0,3,6,81,22,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1086,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:45:57",937,921,6,10,0,427,417,0,10,0,419,8,900,473,237,29,9,26,2,1,8,2,88,7,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1087,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:16:53",1072,1062,4,6,0,482,476,0,6,0,465,17,1100,618,236,48,19,27,5,5,11,8,83,14,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1088,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:14:13",916,898,6,12,0,418,406,0,12,0,415,3,900,482,204,32,5,26,3,3,10,10,112,2,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1274,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:53",1384,1371,4,9,0,530,521,0,9,0,499,20,1400,881,244,30,27,31,6,2,4,4,124,15,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1279,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:08:15",1002,994,0,8,0,429,421,0,8,0,418,11,1000,571,195,43,5,27,1,3,4,2,112,8,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1276,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:20:42",1021,1016,0,5,0,350,345,0,5,0,337,13,1000,650,167,33,11,12,1,2,1,4,75,21,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1281,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:38:23",1278,1269,1,6,2,536,528,0,6,2,528,8,1300,764,274,40,28,27,9,2,4,9,112,10,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1277,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:05:00",1576,1565,3,8,0,677,669,0,8,0,658,18,1600,921,307,48,20,33,6,5,4,6,188,18,23
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1275,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:07:53",1108,1094,6,8,0,516,508,0,8,0,504,12,1100,584,269,52,16,24,5,2,1,7,100,13,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1278,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:36:56",1455,1440,5,10,0,617,607,0,10,0,602,15,1400,783,288,53,21,34,4,1,8,14,148,14,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1280,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:43:29",1073,1066,1,6,0,479,473,0,6,0,472,7,1100,621,249,51,17,17,4,1,2,1,102,13,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1247,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:53:04",1727,1691,22,14,0,603,588,1,14,0,576,18,1700,1106,260,77,21,26,5,4,9,5,125,21,23
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1249,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:02:24",1709,1694,9,6,0,611,605,0,6,0,600,11,1700,1089,265,68,14,28,9,2,3,5,168,16,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1250,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:52:54",1231,1219,5,7,0,525,518,0,7,0,515,10,1300,775,243,47,7,29,3,3,10,8,132,21,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1248,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:18:23",1596,1581,7,8,0,568,560,0,8,0,554,14,1600,1032,256,59,24,21,6,4,4,4,137,28,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.168",1251,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:12:55",1608,1590,7,11,0,579,568,0,11,0,558,21,1600,1021,228,58,21,33,8,3,3,8,140,33,23
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1101,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:30:12",1124,1105,7,12,0,525,513,0,12,0,509,16,1100,575,296,29,14,23,7,2,4,4,108,14,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1102,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:45:50",1046,1037,1,8,0,490,482,0,8,0,484,6,1100,610,282,44,24,20,1,2,5,5,80,12,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1106,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:29:26",1170,1110,57,3,0,510,507,0,3,0,495,15,1100,590,266,28,14,23,6,5,5,3,124,9,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1105,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:13:23",1092,1083,4,4,1,509,503,1,4,1,501,8,1100,591,274,33,8,27,10,12,5,4,103,10,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 CORPII",1103,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:18:31",1319,1310,3,6,0,670,664,0,6,0,649,21,1300,630,365,49,14,22,12,3,1,5,136,18,24
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1107,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:38:57",1278,1272,4,2,0,628,625,1,2,0,618,10,1300,672,302,49,17,30,11,8,4,10,162,13,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1108,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:32:17",1235,1226,4,5,0,630,625,0,5,0,609,21,1300,670,345,40,11,26,4,21,6,10,121,18,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.169 SALA DE SPORT",1109,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:53:20",1195,1185,1,9,0,612,603,0,9,0,589,23,1199,587,339,43,18,29,1,2,5,6,125,10,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1081,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:54:47",1125,1110,2,13,0,541,528,0,13,0,524,17,1100,559,277,45,7,32,4,4,1,9,118,10,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1078,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:01",1001,985,10,6,0,483,477,0,6,0,472,11,1000,517,238,33,15,24,8,1,5,5,127,6,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.193",1080,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:38:13",883,872,3,8,0,397,389,0,8,0,375,14,900,503,185,32,7,22,6,0,2,4,94,14,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1073,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:46:48",1301,1286,2,12,1,689,676,0,12,1,678,11,1300,611,332,60,19,32,14,0,5,11,179,11,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1070,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:14:08",1476,1456,13,7,0,749,742,0,7,0,731,18,1598,849,360,43,18,52,9,2,12,7,193,20,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1072,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:52:16",943,931,0,12,0,440,428,0,12,0,427,13,1000,560,223,37,5,22,5,1,3,4,116,6,5
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1071,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:24:40",1017,995,1,21,0,483,461,1,21,0,478,5,1200,717,249,36,12,25,3,2,3,5,116,17,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.197",1075,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:31:08",1024,1013,2,9,0,502,493,0,9,0,486,16,1000,498,227,39,14,32,7,3,3,7,122,17,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1186,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:46:07",1682,1659,18,5,0,695,690,0,5,0,674,21,1700,1005,325,59,28,36,2,2,6,12,168,10,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1188,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:34:17",1409,1388,10,11,0,659,648,0,11,0,646,13,1400,739,282,73,10,32,6,2,8,11,179,18,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1189,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:18:18",1653,1645,4,4,0,722,718,0,4,0,702,20,1700,978,375,61,36,32,2,4,6,3,142,23,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1190,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:15:09",1691,1680,5,6,0,765,759,0,6,0,752,13,1700,910,342,60,35,68,5,0,5,7,179,20,31
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1187,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:45:43",1332,1327,3,2,0,572,570,0,2,0,557,15,1400,828,283,38,18,26,7,5,6,11,131,22,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.198",1185,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:51:25",1692,1686,0,6,0,690,684,0,6,0,657,21,1700,1022,304,66,25,43,5,2,3,12,165,25,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1147,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:15:19",1190,1180,3,7,0,599,592,0,7,0,578,19,1200,603,320,46,28,25,5,1,6,7,116,16,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1148,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:13:42",1426,1418,5,3,0,637,634,0,3,0,632,5,1400,763,341,43,20,35,4,5,4,6,134,19,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1145,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:55:57",1342,1333,3,6,0,609,603,0,6,0,589,20,1400,791,316,52,26,25,10,7,5,4,103,19,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1149,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:23:02",1399,1390,3,5,1,607,601,0,5,1,588,19,1400,793,320,31,18,36,9,5,7,2,137,16,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1144,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:40:17",1247,1237,1,7,2,579,570,0,7,2,559,12,1300,729,297,58,16,26,4,4,2,2,117,14,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.206",1146,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:39:35",1334,1323,3,8,0,566,558,0,8,0,542,21,1400,837,304,42,21,21,2,4,4,10,106,15,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1129,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:14:25",1902,1871,24,7,0,834,827,0,7,0,818,16,1900,1066,440,68,10,64,4,1,2,5,178,25,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1127,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:48:16",2016,2005,1,10,0,934,924,0,10,0,917,17,2000,1066,479,58,34,64,5,5,10,12,203,21,26
