precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL",128,HORIA,160528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:25",838,792,1,8,37,527,482,0,8,37,513,14,879,352,303,42,168
38,TULCEA,"GRADINITA FLORESTI",130,HORIA,160528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:57",221,201,0,9,11,136,116,0,9,11,128,8,221,74,63,4,61
38,TULCEA,"ŞCOALA CU CLASELE I-IV",129,HORIA,160528,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:46",84,73,0,6,5,53,42,0,6,5,50,3,86,33,26,5,19
