precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GIMNAZIALA COGEASCA",529,LEŢCANI,97679,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:26",1593,1591,0,2,0,804,802,0,2,0,764,40,1700,896,317,34,181,24,39,108,61
24,IAŞI,"SCOALA GIMNAZIALA LETCANI",527,LEŢCANI,97679,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:41",1827,1820,1,6,0,1013,1007,0,6,0,987,26,2000,987,416,84,89,34,64,212,88
24,IAŞI,"SCOALA GIMNAZIALA LETCANI",526,LEŢCANI,97679,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:16:55",2002,1999,2,1,0,1157,1156,0,1,0,1094,30,2200,1076,504,57,92,38,48,220,135
24,IAŞI,"SCOALA PRIMARA BOGONOS",528,LEŢCANI,97679,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:18",614,613,0,1,0,355,354,0,1,0,345,10,700,345,253,19,36,9,4,8,16
24,IAŞI,"SCOALA PRIMARA CUCUTENI",530,LEŢCANI,97679,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:53:01",388,388,0,0,0,194,194,0,0,0,181,13,400,206,105,13,19,21,9,3,11
