precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”MÓRA FERENC” GOAGIU",96,AVRĂMEŞTI,83847,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:22",535,531,0,4,0,284,280,0,4,0,261,23,590,306,233,27,1
21,HARGHITA,"ŞCOALA PRIMARĂ CECHEŞTI",94,AVRĂMEŞTI,83847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:15",534,526,2,6,0,308,300,2,6,0,292,16,600,292,243,45,4
21,HARGHITA,"ŞCOALA PRIMARĂ FIRTĂNUŞ",95,AVRĂMEŞTI,83847,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:09:02",283,279,3,1,0,111,109,1,1,0,105,6,300,189,87,16,2
21,HARGHITA,"SEDIUL PRIMĂRIEI AVRĂMEŞTI",93,AVRĂMEŞTI,83847,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:00",854,847,2,5,0,474,469,0,5,0,445,29,900,426,381,58,6
