precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FIREA GABRIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJA SEBASTIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE MIHAI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB DORIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOVANOVICI-ŞOŞOACĂ DIANA-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CRISTIAN-VICTOR PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÂNIŞOARĂ ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi","DAN NICUŞOR-DANIEL-voturi","FILIP CONSTANTIN-TITIAN-voturi"
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",3,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:54:11",1282,1263,6,12,1,653,640,0,12,1,648,5,1440,787,116,104,18,4,14,31,6,355,0
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",176,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 11:27:23",1826,1793,20,12,1,869,854,2,12,1,835,29,1900,1036,200,62,23,3,15,55,1,474,2
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",178,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:36:03",1792,1769,11,12,0,775,763,0,12,0,760,15,1900,1125,195,44,20,0,34,81,1,378,7
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",177,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:06:09",1769,1746,13,10,0,816,806,0,10,0,812,4,1900,1084,194,66,21,3,24,54,4,442,4
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",179,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 00:20:18",1837,1790,30,16,1,887,870,0,16,1,863,8,1900,1029,213,54,19,3,16,47,4,507,0
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1239,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:08:27",1536,1494,23,19,0,722,703,0,19,0,712,10,1497,775,127,49,14,2,11,45,2,460,2
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1242,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:10:51",2073,2020,32,20,1,1023,1002,0,20,1,1017,4,2000,979,99,54,16,1,5,20,3,817,2
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1240,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:35:25",1013,1001,1,10,1,488,477,0,10,1,482,6,1000,512,86,48,10,1,6,36,3,290,2
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1241,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 16:55:35",1315,1305,2,8,0,603,595,0,8,0,590,13,1300,697,124,51,18,0,16,60,5,315,1
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1243,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 22:34:25",1255,1238,0,17,0,559,542,0,17,0,547,8,1195,640,105,73,12,2,5,32,2,315,1
45,"Sector 2","LICEUL TEORETIC ”WALDORF” - GRADINIȚA NR. 113",368,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:55:58",1853,1822,28,3,0,752,749,0,3,0,739,13,2308,1556,149,60,23,2,25,69,3,406,2
45,"Sector 2","LICEUL TEORETIC ”WALDORF” - GRADINIȚA NR. 113",367,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:02:51",1279,1259,12,8,0,542,534,0,8,0,533,9,1600,1058,113,50,16,4,10,55,2,279,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1068,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 19:31:14",1309,1296,1,11,1,630,618,0,11,1,625,5,1300,670,102,60,15,4,16,63,4,359,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1064,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:06:56",1163,1144,12,6,1,550,543,0,6,1,542,8,1200,650,118,47,18,3,15,57,2,281,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1067,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 11:55:25",1251,1235,6,10,0,587,577,0,10,0,573,11,1300,713,110,49,21,2,16,62,1,305,7
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1066,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:04:01",732,717,7,8,0,277,269,0,8,0,274,3,800,523,68,29,9,1,10,23,0,134,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1069,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:42:14",1142,1128,7,7,0,496,489,0,7,0,486,7,1200,707,100,52,10,2,13,46,2,260,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1065,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:15:19",1261,1246,7,8,0,589,581,0,8,0,581,8,1300,711,122,41,13,3,18,54,4,326,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",142,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 18:14:33",1994,1969,19,6,0,987,981,0,6,0,965,19,2200,1213,168,76,27,2,27,83,3,577,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",141,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 17:55:33",1678,1664,12,2,0,774,772,0,2,0,764,7,1840,1069,184,76,19,2,17,86,3,372,5
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",143,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 12:43:53",1514,1495,14,4,1,698,692,1,4,1,689,9,1680,982,181,69,20,4,10,81,2,320,2
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",144,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 19:41:53",1573,1555,11,7,0,657,649,1,7,0,643,0,1721,1078,175,52,33,7,11,69,4,291,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",471,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:12:38",1238,1228,0,10,0,616,606,0,10,0,597,19,1351,735,99,56,17,4,12,59,7,337,6
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",470,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 22:24:56",1335,1331,4,0,0,558,558,0,0,0,553,5,1471,913,155,38,14,0,18,50,4,271,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",472,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 14:20:02",1643,1634,1,8,0,710,702,0,8,0,695,15,1786,1076,165,52,19,5,11,66,8,366,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",469,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 23:39:56",1249,1236,8,5,0,552,547,0,5,0,549,3,1361,809,169,35,16,5,8,51,2,261,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",468,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:37:02",1154,1149,2,3,0,497,494,0,3,0,486,11,1262,765,109,39,20,3,6,38,5,263,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",768,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 18:01:28",1810,1800,3,5,2,830,823,0,5,2,825,5,2000,1170,192,54,32,6,18,143,5,370,5
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",766,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:06:30",1796,1788,3,5,0,721,716,0,5,0,710,11,1900,1179,122,51,26,0,21,175,4,310,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",764,"BUCUREŞTI SECTORUL 4",179178,8,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 21:29:37",1846,1831,8,7,0,830,823,0,7,0,825,5,2000,1170,181,59,20,6,16,147,5,390,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",767,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 15:34:46",1805,1779,15,11,0,675,664,0,11,0,665,8,2000,1325,121,34,18,4,17,141,4,321,5
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",765,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 13:27:30",1670,1658,3,7,2,798,789,0,7,2,785,13,1800,1002,143,78,22,4,31,156,4,341,6
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",379,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:46:56",3241,3234,0,7,0,43,36,0,7,0,43,0,3611,3568,18,6,0,0,0,2,0,17,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",378,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:37:47",3213,3209,0,4,0,17,13,0,4,0,17,0,3579,3562,6,3,0,0,0,2,0,6,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",376,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:04:31",3264,3254,4,6,0,30,24,0,6,0,30,0,3630,3600,9,1,0,0,0,4,0,16,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",375,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 19:02:59",1709,1629,72,7,1,726,717,1,7,1,711,7,1793,1067,199,80,17,1,14,39,7,350,4
46,"Sector 3","ȘCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",377,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 16:37:58",3066,3061,0,5,0,15,10,0,5,0,14,1,3425,3410,7,0,1,1,1,4,0,0,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",398,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:36:45",1226,1194,19,13,0,611,598,0,13,0,601,10,1324,713,146,59,22,2,13,50,4,302,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",394,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 18:54:47",1465,1426,32,7,0,710,703,0,7,0,686,14,1497,787,137,59,19,2,18,49,1,398,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",401,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 10:01:02",1423,1407,6,10,0,744,734,0,10,0,736,8,1570,826,151,62,15,3,17,38,5,441,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",397,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:33:04",1473,1438,20,15,0,723,708,0,15,0,696,14,1586,863,172,55,22,0,18,30,4,393,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",400,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:27:13",1397,1383,6,6,2,669,661,0,6,2,662,7,1519,850,182,41,17,4,10,30,6,372,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",399,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 18:56:41",1642,1598,30,14,0,777,762,1,14,0,769,4,1758,985,165,70,25,2,9,25,1,471,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",395,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:28:16",1505,1463,29,13,0,715,702,0,13,0,699,16,1609,894,151,64,17,0,10,44,1,410,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",396,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:31:51",1418,1373,38,7,0,686,676,3,7,0,678,8,1519,833,158,72,21,2,15,24,2,383,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1184,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:26:52",1786,1776,2,8,0,683,675,0,8,0,680,3,1800,1117,147,42,16,4,18,101,3,346,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1182,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 18:04:26",1854,1846,3,5,0,735,729,1,5,0,726,9,1901,1166,158,47,17,3,10,81,4,403,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1183,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 18:31:36",1719,1692,7,10,10,717,697,0,10,10,703,11,1697,983,118,42,18,2,21,92,4,405,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1193,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:42:17",1304,1281,4,1,18,591,571,1,1,18,586,5,1300,709,123,47,24,3,15,60,5,303,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1197,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:59:41",916,906,6,4,0,447,442,1,4,0,437,10,900,453,109,23,9,2,13,58,5,214,4
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1192,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:39:17",1256,1243,5,8,0,595,587,0,8,0,587,8,1300,705,116,55,10,1,16,65,5,316,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1194,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 03:50:46",1120,1111,3,6,0,451,445,0,6,0,447,4,1100,649,112,35,10,1,5,41,1,239,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1196,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:42:37",862,859,0,2,1,402,399,0,2,1,397,5,900,498,76,51,15,1,7,43,3,201,0
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1191,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 10:04:55",1311,1298,5,8,0,597,588,1,8,0,577,12,1300,711,162,33,22,3,15,52,4,285,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1195,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 10:12:40",1473,1465,1,7,0,708,701,0,7,0,703,5,1500,792,154,54,28,3,18,79,3,363,1
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ELENA VĂCĂRESCU”",99,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 05:16:48",1159,1126,26,6,1,456,449,0,6,1,444,4,1280,824,103,48,18,2,8,37,1,227,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",779,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 01:42:41",1793,1774,8,11,0,797,786,0,11,0,787,10,1900,1103,178,62,33,2,22,128,2,359,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",780,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 05:16:43",1534,1509,13,12,0,587,575,0,12,0,580,7,1700,1113,127,40,34,2,24,118,2,233,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",781,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:35:11",1482,1468,5,9,0,622,613,0,9,0,619,3,1600,978,143,39,26,3,27,133,1,246,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",778,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:01:42",1419,1410,1,8,0,619,611,0,8,0,616,3,1600,981,132,38,20,5,25,121,3,266,6
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",574,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:57:14",1199,1181,4,14,0,561,547,0,14,0,555,6,1299,738,130,38,20,4,18,37,2,304,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",569,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:29:45",1184,1166,5,13,0,467,454,0,13,0,460,7,1269,802,105,23,13,1,8,43,4,256,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",572,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:54:15",1728,1706,9,13,0,933,917,3,13,0,922,11,1882,949,182,71,12,8,16,46,4,581,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",575,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:05:39",1315,1307,2,6,0,532,526,0,6,0,526,6,1432,900,110,50,19,2,10,50,1,281,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",571,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 17:10:49",1163,1157,1,5,0,577,572,0,5,0,566,11,1280,703,151,45,14,1,16,53,4,278,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",570,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:21:22",991,978,5,8,0,544,536,0,8,0,540,4,1092,548,103,39,11,6,5,32,2,339,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",573,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:03:41",1337,1318,10,9,0,631,622,0,9,0,625,6,1465,834,133,45,14,2,11,46,3,369,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",299,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:28:12",1829,1797,26,6,0,684,678,0,6,0,683,1,1900,1216,174,50,21,2,28,108,1,297,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",300,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:47:22",1332,1329,0,3,0,426,423,0,3,0,413,13,1600,1174,118,26,11,3,13,74,0,165,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",298,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:16:33",1117,1111,1,5,0,480,475,0,5,0,471,9,1300,812,116,33,16,0,9,83,0,211,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",297,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:15:22",1287,1263,17,7,0,571,564,0,7,0,563,8,1600,1029,143,40,23,2,8,64,1,278,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",296,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:51:31",1427,1403,15,9,0,605,595,1,9,0,595,6,1600,999,130,53,19,2,22,75,3,291,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",123,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:57:22",845,832,4,9,0,457,448,0,9,0,452,5,930,473,100,44,8,0,5,48,3,243,1
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",121,"BUCUREŞTI SECTORUL 1",179141,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 15:40:16",1026,1016,6,4,0,493,489,0,4,0,486,7,1130,637,97,42,17,1,15,44,4,264,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",122,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 10:40:57",1092,1082,4,6,0,521,515,0,6,0,508,9,1209,688,120,45,14,2,13,49,6,256,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",794,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 22:25:18",1675,1661,6,8,0,769,761,0,8,0,746,11,1797,1028,160,57,33,2,23,116,9,342,4
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",792,"BUCUREŞTI SECTORUL 4",179178,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 10:58:05",1750,1741,9,0,0,838,829,9,0,0,835,3,1900,1062,155,62,27,1,25,117,7,435,6
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",796,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:45:32",1711,1692,2,16,1,759,742,0,16,1,753,6,1800,1041,149,71,28,3,13,88,4,394,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",793,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:31:36",1808,1764,38,6,0,785,777,2,6,0,771,14,1900,1115,143,57,18,1,23,113,1,408,7
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",790,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 22:15:10",1370,1357,4,9,0,642,633,0,9,0,638,4,1500,858,142,53,14,2,11,89,6,321,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",791,"BUCUREŞTI SECTORUL 4",179178,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 21:37:40",1222,1213,0,9,0,600,591,0,9,0,595,5,1300,700,108,35,20,2,12,89,5,321,3
47,"Sector 4","ŞCOALA GIMNAZIALĂ ”GEORGE BACOVIA”",795,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:00:41",1691,1666,13,12,0,787,774,1,12,0,783,4,1800,1013,140,61,17,1,11,74,5,470,4
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",910,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:35:57",1578,1574,2,2,0,666,664,0,2,0,653,13,1700,1034,111,36,11,0,17,327,4,144,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",908,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:26:11",1521,1515,1,5,0,609,604,0,5,0,597,12,1600,991,105,13,17,1,14,283,2,159,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",906,"BUCUREŞTI SECTORUL 5",179187,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 14:43:47",1299,1288,2,9,0,485,476,0,9,0,475,10,1400,915,58,15,16,1,23,241,1,115,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",909,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:02:59",1627,1618,1,7,1,647,639,0,7,1,626,21,1800,1153,105,27,15,4,13,301,1,158,2
