precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRIEŞ GRIGORE-PARTIDUL NAȚIONAL LIBERAL-voturi","PETKEŞ ANDREI-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
33,SĂLAJ,"CAMIN CULTURAL BULGARI",260,SĂLĂŢIG,142550,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:44",171,159,1,1,10,114,103,0,1,10,111,3,200,86,106,5
33,SĂLAJ,"CAMIN CULTURAL MINEU",262,SĂLĂŢIG,142550,3,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:08",256,243,1,0,12,147,134,1,0,12,141,6,293,146,105,36
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",261,SĂLĂŢIG,142550,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:06",959,928,0,6,25,683,652,0,6,25,666,17,1000,317,87,579
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",259,SĂLĂŢIG,142550,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:17",384,365,1,5,13,278,259,1,5,13,275,3,420,142,237,38
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",263,SĂLĂŢIG,142550,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:30",351,310,0,10,31,267,226,0,10,31,266,1,380,113,245,21
