precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PENU MIHAIL-PARTIDUL NAȚIONAL LIBERAL-voturi","GHENU NICULAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 DUNĂREA",98,CHISELET,101822,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:18",613,589,1,4,19,362,339,0,4,19,348,14,669,307,254,94
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",97,CHISELET,101822,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:39",1343,1314,0,8,21,771,742,0,8,21,749,22,1415,644,594,155
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",96,CHISELET,101822,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:38",524,509,0,2,13,305,290,0,2,13,297,8,604,299,232,65
