precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL CRISTOLȚ",127,CRISTOLŢ,140770,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:16:59",484,429,0,40,15,394,339,0,40,15,387,7,465,71,72,33,198,31,34,19
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:21:46",140,125,0,10,5,112,97,0,10,5,108,4,150,38,47,0,56,2,2,1
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:24:49",66,58,0,7,1,49,41,0,7,1,48,1,80,31,22,0,22,2,2,0
33,SĂLAJ,"ŞCOALA PRIMARĂ VĂLENI",130,CRISTOLŢ,140770,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:46:10",322,294,0,27,1,223,195,0,27,1,216,7,310,87,149,2,51,8,5,1
