precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞPAIUC GELU-PARTIDUL SOCIAL DEMOCRAT-voturi","ANCUŢA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","COSTEI PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CLUCI NECULAI-PARTIDUL PRO ROMÂNIA-voturi"
24,IAŞI,"ŞCOALA GENERALĂ",668,SIREŢEL,99101,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:21:14",1091,1087,0,4,0,559,555,0,4,0,534,20,1200,626,371,83,76,4
24,IAŞI,"ŞCOALA GENERALĂ",667,SIREŢEL,99101,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:02:50",995,992,0,3,0,497,494,0,3,0,491,6,1075,578,348,69,73,1
24,IAŞI,"ŞCOALA GENERALĂ HUMOSU",669,SIREŢEL,99101,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:03",653,645,0,7,1,382,374,0,7,1,362,20,700,318,334,16,10,2
24,IAŞI,"ŞCOALA GENERALĂ SLOBOZIA",670,SIREŢEL,99101,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:52",694,685,0,5,4,426,417,0,5,4,412,14,700,274,346,32,29,5
