precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRAGU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","MOISE DANIEL-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DROSU MARCEL-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","SAMSONOVICI DAN-ALIANȚA ELECTORALĂ PSD-PUSL-voturi"
31,PRAHOVA,"CENTRUL CULTURAL BABA ANA",304,"BABA ANA",132164,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:01:53",1499,1496,0,3,0,816,813,0,3,0,779,37,1609,793,408,25,28,318
31,PRAHOVA,"CONTAINER MOBIL AMPLASAT IN CURTEA SCOLII CU CLS. I-IV SATU NOU",307,"BABA ANA",132164,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:55",101,92,0,9,0,55,46,0,9,0,52,3,100,45,25,3,0,24
31,PRAHOVA,"SCOALA GIMNAZIALĂ CIREŞANU",305,"BABA ANA",132164,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:45",661,644,0,17,0,375,358,0,17,0,353,22,709,334,170,98,3,82
31,PRAHOVA,"SCOALA GIMNAZIALĂ CONDURATU",306,"BABA ANA",132164,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:30",993,977,1,15,0,520,505,0,15,0,504,16,1109,589,433,12,7,52
