precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANCIU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","KRÉKÁN GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MICU LAURENŢIU-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL POPEŞTI",463,SĂPATA,18581,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:55",657,630,0,19,8,494,467,0,19,8,487,7,700,206,63,78,346
3,ARGEŞ,CONTAINER,460,SĂPATA,18581,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:39",216,208,0,6,2,136,128,0,6,2,132,4,230,94,7,14,111
3,ARGEŞ,"ŞCOALA GENERALĂ DEALU BRADULUI",462,SĂPATA,18581,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:22",150,137,0,8,5,94,81,0,8,5,90,4,154,60,19,19,52
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ DUMITRU UDRESCU SĂPATA",461,SĂPATA,18581,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:20",341,322,0,11,8,232,213,0,11,8,226,6,370,13,13,24,189
