precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COROAMĂ DANIELA-FELICIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CATRINOI ALEXANDRU-VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGRU NICOLAE-DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","UNIPAN DAN-IOAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STOIA DORIN-CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ HITIAŞ",527,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:02",723,650,0,48,25,543,470,0,48,25,527,16,700,157,6,188,318,4,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RACOVIŢA",523,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:43",687,598,2,55,32,537,450,0,55,32,512,25,700,163,1,336,162,1,12
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂPĂT",524,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:51",215,182,1,25,7,159,127,0,25,7,155,4,200,41,3,94,54,0,4
37,TIMIŞ,"ŞCOALA PRIMARĂ DRĂGOIEȘTI",525,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:48",385,338,0,28,19,255,208,0,28,19,242,13,382,127,7,131,98,0,6
37,TIMIŞ,"ŞCOALA PRIMARĂ FICĂTAR",526,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:03",311,274,0,26,11,221,184,0,26,11,213,8,350,129,0,122,90,0,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂRBOVA",528,RACOVIŢA,158243,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:36",269,246,1,13,9,182,160,0,13,9,178,4,300,118,3,88,83,1,3
