precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
28,MUREŞ,"GRĂDINIŢA CU PROG.PREL.”RÂNDUNICA”",77,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:03:10",1593,1582,0,11,0,760,749,0,11,0,728,32,1759,999,167,73,357,40,59,5,24,3
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL",398,GORNEŞTI,117177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:16",815,788,1,5,21,431,406,0,5,20,403,28,870,439,58,40,251,43,10,1,0,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL APOLD",231,APOLD,115183,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:55",863,856,2,0,5,420,413,2,0,5,381,39,947,527,24,333,3,15,4,0,2,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL ARCHITA",557,VÂNĂTORI,120254,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:16",724,713,3,8,0,296,287,1,8,0,265,31,768,472,70,94,3,78,15,2,1,2
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BAND",249,BAND,115389,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:47",770,763,0,6,1,446,439,0,6,1,398,48,846,400,76,140,149,16,2,4,1,10
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BEICA DE SUS",274,"BEICA DE JOS",115708,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:32",230,221,0,5,4,91,82,0,5,4,78,13,250,159,55,4,1,9,8,1,0,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL CIBU",369,FÂNTÂNELE,116796,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:12",79,68,0,6,5,34,23,0,6,5,31,3,80,46,0,0,31,0,0,0,0,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRISTEŞTI",331,CRISTEŞTI,114355,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:00",1422,1412,1,5,4,763,754,0,5,4,686,77,1560,797,111,128,254,100,55,8,11,19
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL IERNUT",154,"ORAŞ IERNUT",117827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:43",1080,1065,1,5,9,604,590,0,5,9,580,24,1170,566,189,150,95,92,40,6,3,5
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 02 - LUDUȘ",170,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:18",1396,1381,4,8,3,756,745,0,8,3,730,26,1550,794,293,182,90,84,55,6,8,12
28,MUREŞ,"GRĂDINITA CU PROGRAM NORMAL NR.1 REGHIN",106,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:54",1046,1025,7,10,4,470,456,0,10,4,458,12,1150,680,99,86,173,28,60,4,4,4
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",105,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:46",1049,1041,2,4,2,580,574,0,4,2,556,24,1150,570,148,142,98,25,121,2,12,8
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",104,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:22",1266,1262,0,3,1,680,676,0,3,1,656,24,1390,582,150,149,147,34,148,7,7,14
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",152,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:13",476,468,2,6,0,215,209,0,6,0,200,15,512,297,74,83,3,27,5,1,5,2
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",144,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:32",1068,1063,1,4,0,413,409,0,4,0,398,15,1180,767,98,117,65,61,31,6,13,7
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL PĂNET",472,PĂNET,118691,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:01",1064,1059,2,1,2,676,673,0,1,2,656,20,1165,489,8,5,632,1,7,1,2,0
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL SANGER",512,SÂNGER,119386,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:03:50",1271,1226,2,24,19,858,815,0,24,19,788,70,1436,578,206,349,35,137,34,10,1,16
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL TOACA",417,HODAC,117426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:48",665,657,0,3,5,449,441,0,3,5,420,20,715,272,201,115,0,73,9,2,2,18
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”BAMBI” SÂNGEORGIU DE MUREȘ",510,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:31",1668,1640,3,7,18,889,864,0,7,18,861,28,1790,901,90,93,533,46,57,5,25,12
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT CRISTEȘTI",330,CRISTEŞTI,114355,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:54:15",1268,1265,2,1,0,693,692,0,1,0,683,10,1400,707,142,125,219,68,91,7,13,18
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT IBĂNEŞTI-PĂDURE",426,IBĂNEŞTI,117550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:56",793,774,0,1,18,482,463,0,1,18,459,20,860,381,239,80,2,117,12,2,3,4
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 01 - LUDUȘ",171,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:24",1116,1108,1,7,0,558,551,0,7,0,509,49,1220,662,174,174,64,73,15,2,3,4
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",135,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:55",908,901,0,7,0,415,408,0,7,0,402,13,1000,585,92,131,90,52,24,2,7,4
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",115,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:09:48",1195,1188,0,7,0,492,485,0,7,0,472,20,1320,828,135,97,71,46,85,7,14,17
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",100,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:43",1818,1808,1,6,3,897,891,0,6,0,861,36,2000,1103,240,152,293,50,110,3,11,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",96,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:01",938,929,0,5,4,401,392,0,5,4,379,22,1050,649,126,59,101,43,44,2,2,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",95,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:30",1029,1017,3,8,1,474,465,0,8,1,455,19,1150,676,109,84,138,44,64,5,8,3
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4",132,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:31",965,957,0,8,0,348,340,0,8,0,328,20,1060,712,89,77,58,51,16,5,21,11
28,MUREŞ,"GRĂDINIŢA CU PROGR.PREL.”CODRIŞOR”",52,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:01",1490,1481,0,9,0,800,791,0,9,0,777,23,1650,850,196,133,235,60,80,9,49,15
28,MUREŞ,"GRĂDINIȚA P.P. ”RAZĂ DE SOARE”",21,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:44",1193,1147,30,9,7,555,538,1,9,7,541,14,1290,735,76,52,315,10,48,4,32,4
28,MUREŞ,"GRĂDINIȚA P.P. ”RAZĂ DE SOARE”",22,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:13",1174,1156,4,9,5,639,625,0,9,5,620,17,1329,692,103,68,320,36,49,6,38,0
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”ALBINUŢA”",65,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:26",1262,1247,1,13,1,644,630,0,13,1,622,22,1390,746,159,62,276,39,40,11,32,3
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",71,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:15",1194,1171,2,14,7,694,673,0,14,7,683,11,1310,616,127,58,363,25,58,12,30,10
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",70,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:01",1404,1392,1,6,5,797,786,0,6,5,774,23,1545,748,156,77,415,46,35,6,33,6
28,MUREŞ,"GRĂDINIŢA PROGR.PREL.NR.6",25,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:28",1278,1168,102,7,1,636,627,1,7,1,627,9,1320,684,103,114,250,42,60,9,37,12
28,MUREŞ,"INTERNAT LICEUL TEHNOLOGIC ”AVRAM IANCU”",4,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:18",1313,1257,33,11,12,635,612,0,11,12,619,16,1410,775,126,62,330,26,33,1,35,6
28,MUREŞ,"LICEUL CONSTANTIN BRÂNCUŞI",137,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:11",1024,1018,0,6,0,360,354,0,6,0,339,21,1130,770,90,100,48,62,19,5,9,6
28,MUREŞ,"LICEUL CU PROGRAM SPORTIV ”SZASZ ADALBERT”",23,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:45",1649,1508,60,13,68,808,724,3,13,68,787,21,1690,882,103,99,443,42,43,3,43,11
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERȘU”",11,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:57",1183,1167,4,8,4,671,659,0,8,4,653,18,1330,659,169,98,212,57,62,8,41,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERȘU”",10,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:07",1178,1175,0,3,0,495,492,0,3,0,469,26,1320,825,137,56,113,74,38,9,33,9
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",63,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:58:49",1473,1460,0,5,8,806,795,0,5,6,785,21,1650,844,126,89,445,37,46,8,24,10
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",64,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:11",1316,1290,9,15,2,629,611,1,15,2,609,20,1456,827,126,76,287,30,54,6,24,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",62,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:03",1267,1222,28,15,2,663,646,0,15,2,649,14,1380,717,74,71,365,30,52,14,37,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”C-TIN BRÂNCUŞI”",26,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:40",1371,1256,78,27,10,760,723,0,27,10,723,11,1430,696,118,78,390,33,54,6,41,3
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",40,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:46",1549,1528,6,12,3,824,809,0,12,3,809,15,1710,886,232,163,219,59,70,4,51,11
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",39,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:44",1974,1899,55,17,3,1075,1052,3,17,3,1059,16,2120,1045,254,206,280,80,115,9,105,10
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",41,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:19",1445,1379,9,11,46,875,818,0,11,46,821,14,1556,721,233,114,278,57,69,7,46,17
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",42,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:33",1403,1386,4,11,2,766,753,0,11,2,745,21,1580,814,228,122,224,50,57,16,43,5
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",73,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:49",1345,1331,1,8,5,761,748,0,8,5,726,35,1480,719,172,71,381,39,39,3,12,9
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",74,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:53",1448,1430,1,11,6,778,761,0,11,6,743,35,1600,822,156,61,414,34,36,8,25,9
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",72,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:10",1477,1457,4,14,2,778,761,1,14,2,760,18,1620,842,124,66,418,39,46,11,51,5
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",93,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:31",1544,1535,2,7,0,767,760,0,7,0,733,34,1700,933,191,171,167,53,132,6,3,10
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",94,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:52",1649,1640,0,8,1,781,772,0,8,1,769,12,1800,1019,223,167,180,45,133,4,8,9
28,MUREŞ,"LICEUL TEHNOLOGIC ”ION VLASIU”",30,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:30",1355,1287,0,40,28,712,644,0,40,28,696,16,1530,818,140,105,318,41,43,5,41,3
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",89,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:25",1364,1351,7,6,0,683,677,0,6,0,649,34,1450,767,146,105,194,42,135,6,11,10
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",88,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:42",1601,1594,0,5,2,879,872,0,5,2,858,21,1700,821,207,182,184,68,172,5,19,21
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 1 - LUDUȘ",168,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:33",1259,1248,0,8,3,641,630,0,8,3,613,28,1390,749,257,162,90,55,28,3,5,13
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",111,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:15",899,877,4,11,7,368,349,1,11,7,350,18,1000,632,89,72,41,57,63,8,10,10
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",110,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:47",1042,1030,10,2,0,392,389,1,2,0,368,24,1150,758,109,79,51,40,67,7,6,9
28,MUREŞ,"LICEUL TEHNOLOGIC” SFÂNTUL GHEORGHE” SÂNGEORGIU DE PĂDURE",191,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:07",1332,1280,4,10,38,634,586,0,10,38,576,58,1400,766,58,10,485,7,8,2,5,1
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",82,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:54",1413,1397,6,8,2,600,588,2,8,2,571,29,1570,970,180,79,183,57,35,7,25,5
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",83,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:34",1407,1398,3,5,1,728,722,0,5,1,707,21,1570,842,191,133,180,65,77,8,41,12
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",81,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:13",1511,1503,2,6,0,725,719,0,6,0,709,16,1700,975,187,109,203,81,78,4,38,9
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",142,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:30",1246,1209,7,6,24,506,476,0,6,24,479,24,1340,837,154,156,64,61,15,4,16,9
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",143,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:52",1247,1240,2,4,1,460,455,0,4,1,449,11,1270,810,126,140,57,81,22,3,13,7
28,MUREŞ,"LICEUL TEORETIC ”BOLYAI FARKAS”",29,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:24",1431,1164,242,21,4,570,544,1,21,4,544,13,1310,753,74,77,286,29,38,4,30,6
28,MUREŞ,"LICEUL TEORETIC ”BOLYAI FARKAS”,",3,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:16",1385,1287,55,14,29,776,733,1,13,29,754,10,1440,670,69,88,439,33,65,5,52,3
28,MUREŞ,"LICEUL TEORETIC ”JOSEPH HALTRICH”",114,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:02",1047,1027,11,6,3,352,343,0,6,3,325,27,1140,788,76,56,39,56,64,6,17,11
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” SĂRMAŞU",182,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:50",792,779,1,9,3,462,450,0,9,3,429,33,866,404,125,69,203,18,6,4,0,4
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” - ŞCOALA GIMNAZIALĂ SĂRMAŞU",183,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:35",984,976,0,7,1,601,593,0,7,1,457,144,1066,465,185,102,110,26,20,6,4,4
28,MUREŞ,"LICEUL VOCAŢIONAL ”M. EMINESCU”",33,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:04",1542,1512,12,6,12,783,765,0,6,12,769,14,1700,917,159,133,342,38,56,4,30,7
28,MUREŞ,"LIEUL TEORETIC ”BOLYAI FARKAS”",28,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:00",1064,952,96,13,3,428,412,0,13,3,414,12,1080,654,76,57,186,28,32,6,25,4
28,MUREŞ,"PAROHIA UNITARIANĂ VADU",551,VĂRGATA,120076,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:04",215,212,1,1,1,97,95,0,1,1,77,20,240,143,5,6,61,2,1,1,0,1
28,MUREŞ,"PRIMARIA BOGATA",286,BOGATA,115824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:38",1301,1240,5,15,41,811,754,1,15,41,768,43,1391,580,307,73,232,100,30,5,10,11
28,MUREŞ,"PRIMĂRIA COMUNEI CHIBED",307,CHIBED,120478,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:55",1323,1299,1,3,20,644,620,1,3,20,594,50,1451,807,26,10,555,0,0,1,1,1
28,MUREŞ,"PRIMARIA COMUNEI CRAIESTI",326,CRĂIEŞTI,116340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:10",523,494,0,10,19,355,326,0,10,19,335,20,539,184,43,254,1,24,8,0,1,4
28,MUREŞ,"PRIMĂRIA COMUNEI CUCERDEA",333,CUCERDEA,116395,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:43",592,540,1,16,35,334,283,0,16,35,311,23,590,256,82,166,1,39,15,2,3,3
28,MUREŞ,"PRIMĂRIA COMUNEI SĂRĂȚENI",498,SĂRĂŢENI,120496,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:56",1289,1280,2,2,5,580,573,0,2,5,504,76,1418,838,36,7,453,4,1,0,2,1
28,MUREŞ,"PRIMĂRIA COMUNEI VALEA LARGĂ",546,"VALEA LARGĂ",119974,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:00",1059,1026,0,2,31,526,493,0,2,31,486,40,1158,632,101,326,3,46,4,2,2,2
28,MUREŞ,"PRIMARIA COZMA",319,COZMA,116224,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:46",310,302,0,1,7,218,210,0,1,7,192,26,330,112,91,80,1,12,5,1,0,2
28,MUREŞ,"PRIMĂRIA CUCI",336,CUCI,116439,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:46",655,622,1,2,30,430,398,0,2,30,402,27,723,294,161,64,68,29,53,3,4,20
28,MUREŞ,"PRIMĂRIA MUNICIPIULUI TG.MUREŞ",12,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:37",1341,1297,23,15,6,697,674,2,15,6,676,21,1450,753,90,70,380,41,44,5,41,5
28,MUREŞ,"PRIMĂRIA ORAŞ SOVATA",195,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:04",1412,1364,32,5,11,644,627,1,5,11,615,22,1520,883,28,16,550,7,10,0,3,1
28,MUREŞ,"PRIMĂRIA SÎNCRAIU DE MUREŞ",500,"SÂNCRAIU DE MUREŞ",114382,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:11",1543,1523,5,12,3,871,856,0,12,3,846,25,1690,819,157,344,151,64,81,3,38,8
28,MUREŞ,"PRIMĂRIA TĂURENI",545,TĂURENI,119858,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:05",803,745,0,32,26,548,490,0,32,26,524,24,813,251,354,102,2,33,25,4,0,4
28,MUREŞ,"PRIMĂRIA VIIŞOARA",563,VIIŞOARA,120218,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:53",659,652,0,2,5,393,386,0,2,5,358,35,708,312,246,21,1,17,67,2,3,1
28,MUREŞ,"PRIMARIA ZAGAR",568,ZAGĂR,120343,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:45",1064,1037,8,3,16,506,487,0,3,16,464,42,1152,646,333,70,9,18,25,1,1,7
28,MUREŞ,"PUNCT COLECTARE TAXE ŞI IMPOZITE",43,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:19",1075,1049,15,10,1,596,585,0,10,1,584,10,1170,575,149,82,163,53,80,5,40,12
28,MUREŞ,"SALA DE ŞEDINŢE - PRIMĂRIA COMUNEI ERNEI",356,ERNEI,116652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:54",1200,1168,2,2,28,657,627,0,2,28,623,34,1320,663,48,40,484,18,18,2,9,4
28,MUREŞ,"SALA DE SPORT",224,ALBEŞTI,114603,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:17",1829,1801,9,13,6,916,897,0,13,6,831,85,2000,1084,294,185,126,96,91,10,10,19
28,MUREŞ,"SALA DE SPORT GĂNEŞTI",378,GĂNEŞTI,116938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:39",949,929,0,0,20,622,602,0,0,20,591,31,1043,421,27,44,495,13,3,3,3,3
28,MUREŞ,"SALA DE SPORT LUDUŞ",165,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:30",1530,1516,4,8,2,816,805,1,8,2,793,12,1700,895,318,256,94,57,50,4,2,12
28,MUREŞ,"SALĂ FESTIVĂ ȚIPTELNIC",257,BAND,115389,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:40:54",108,102,0,6,0,58,52,0,6,0,52,6,120,62,12,21,7,6,2,0,0,4
28,MUREŞ,"SALĂ MANIFESTĂRI ISTICEU",424,IBĂNEŞTI,117550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:58",294,286,0,2,6,294,286,0,2,6,283,11,520,226,145,73,10,38,10,4,3,0
