precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONESI ARTIMON-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTEMIE CRISTINEL-DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","MALOŞ CONSTANTIN-ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"CAMIN CULTURAL FRATAUTII VECHI",325,"FRĂTĂUŢII VECHI",148694,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:10",1576,1560,2,7,7,694,678,2,7,7,647,47,1750,1056,244,387,16
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ION PINTILIE MĂNEUȚI",327,"FRĂTĂUŢII VECHI",148694,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:44:29",1797,1779,1,5,12,740,723,0,5,12,713,27,1946,1206,162,477,74
35,SUCEAVA,"ŞCOALA PRIMARĂ LIVIU V. IONESI FRĂTĂUŢII-VECHI",326,"FRĂTĂUŢII VECHI",148694,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:56",1203,1187,0,6,10,488,472,0,6,10,465,23,1300,812,136,309,20
