precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
24,IAŞI,"CĂMIN CULTURAL VICTORIA",764,VICTORIA,100004,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:03",387,373,1,8,5,210,196,1,8,5,202,8,400,190,52,22,125,3
24,IAŞI,"CĂMIN CULTURAL VICTORIA",763,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:39",1370,1338,2,15,15,710,680,0,15,15,675,35,1350,640,197,37,391,50
24,IAŞI,"ŞCOALA FRĂSULENI",765,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:18:01",324,313,0,6,5,186,175,0,6,5,180,6,400,214,83,6,84,7
24,IAŞI,"ŞCOALA FRĂSULENI",766,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:27",256,245,0,9,2,128,117,0,9,2,118,10,300,172,50,0,65,3
24,IAŞI,"ŞCOALA ICUŞENI",767,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:37",408,393,0,8,7,205,190,0,8,7,190,15,419,214,58,2,127,3
24,IAŞI,"ŞCOALA ICUȘENI",768,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:10",422,406,0,10,6,240,224,0,10,6,232,8,500,260,97,4,115,16
24,IAŞI,"ŞCOALA STÂNCA",769,VICTORIA,100004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:31",457,441,0,6,10,233,217,0,6,10,214,19,500,267,67,5,133,9
