county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","MANEA GHEORGHE-voturi","MANEA GHEORGHE-mandate-faza-1","MANEA GHEORGHE-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","LIGA PENTRU UNIFICAREA PATRIOȚILOR-voturi","LIGA PENTRU UNIFICAREA PATRIOȚILOR-mandate-faza-1","LIGA PENTRU UNIFICAREA PATRIOȚILOR-mandate-faza-2","CHIHA MARIN-voturi","CHIHA MARIN-mandate-faza-1","CHIHA MARIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","CÎRSTEA VIOREL-voturi","CÎRSTEA VIOREL-mandate-faza-1","CÎRSTEA VIOREL-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","POPESCU EUGEN-voturi","POPESCU EUGEN-mandate-faza-1","POPESCU EUGEN-mandate-faza-2","DUMITRESCU GHEORGHE-voturi","DUMITRESCU GHEORGHE-mandate-faza-1","DUMITRESCU GHEORGHE-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","PARTIDUL SATULUI ROMÂNESC-voturi","PARTIDUL SATULUI ROMÂNESC-mandate-faza-1","PARTIDUL SATULUI ROMÂNESC-mandate-faza-2","MINCU GHEORGHE-SORINEL-voturi","MINCU GHEORGHE-SORINEL-mandate-faza-1","MINCU GHEORGHE-SORINEL-mandate-faza-2","GOGORICI CONSTANTIN-voturi","GOGORICI CONSTANTIN-mandate-faza-1","GOGORICI CONSTANTIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","NECULA MARIAN-voturi","NECULA MARIAN-mandate-faza-1","NECULA MARIAN-mandate-faza-2","GHIŢĂ DANIEL-GHEORGHE-voturi","GHIŢĂ DANIEL-GHEORGHE-mandate-faza-1","GHIŢĂ DANIEL-GHEORGHE-mandate-faza-2","IOSIF AUREL-voturi","IOSIF AUREL-mandate-faza-1","IOSIF AUREL-mandate-faza-2","ŢELINOIU IULIAN-voturi","ŢELINOIU IULIAN-mandate-faza-1","ŢELINOIU IULIAN-mandate-faza-2","GROŞANU VALENTIN-voturi","GROŞANU VALENTIN-mandate-faza-1","GROŞANU VALENTIN-mandate-faza-2","BĂRBULESCU DECEBAL-REGINALD-CONSTANTIN-voturi","BĂRBULESCU DECEBAL-REGINALD-CONSTANTIN-mandate-faza-1","BĂRBULESCU DECEBAL-REGINALD-CONSTANTIN-mandate-faza-2","PARTIDUL UNIUNEA GETO-DACILOR-voturi","PARTIDUL UNIUNEA GETO-DACILOR-mandate-faza-1","PARTIDUL UNIUNEA GETO-DACILOR-mandate-faza-2","TROCAN CONSTANTIN-IULIAN-voturi","TROCAN CONSTANTIN-IULIAN-mandate-faza-1","TROCAN CONSTANTIN-IULIAN-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","MOISESCU PAUL-voturi","MOISESCU PAUL-mandate-faza-1","MOISESCU PAUL-mandate-faza-2","STATE DUMITRU-voturi","STATE DUMITRU-mandate-faza-1","STATE DUMITRU-mandate-faza-2","OPRESCU ŞTEFAN-voturi","OPRESCU ŞTEFAN-mandate-faza-1","OPRESCU ŞTEFAN-mandate-faza-2","TICĂ ION-voturi","TICĂ ION-mandate-faza-1","TICĂ ION-mandate-faza-2","FICA ELENA-voturi","FICA ELENA-mandate-faza-1","FICA ELENA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","COŞA ANCA-MIHAELA-voturi","COŞA ANCA-MIHAELA-mandate-faza-1","COŞA ANCA-MIHAELA-mandate-faza-2","PĂCIOIANU CONSTANTIN-voturi","PĂCIOIANU CONSTANTIN-mandate-faza-1","PĂCIOIANU CONSTANTIN-mandate-faza-2","TACHE IOANA-voturi","TACHE IOANA-mandate-faza-1","TACHE IOANA-mandate-faza-2","MAZILU NICOLAE-voturi","MAZILU NICOLAE-mandate-faza-1","MAZILU NICOLAE-mandate-faza-2","AVRAM BOGDAN-MIHAI-voturi","AVRAM BOGDAN-MIHAI-mandate-faza-1","AVRAM BOGDAN-MIHAI-mandate-faza-2","MITIRIŢĂ ALINA-MARIA-voturi","MITIRIŢĂ ALINA-MARIA-mandate-faza-1","MITIRIŢĂ ALINA-MARIA-mandate-faza-2","SIMION NECULAE-voturi","SIMION NECULAE-mandate-faza-1","SIMION NECULAE-mandate-faza-2","ANGHEL ION-EDUARD-voturi","ANGHEL ION-EDUARD-mandate-faza-1","ANGHEL ION-EDUARD-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","BADEA ADRIAN-voturi","BADEA ADRIAN-mandate-faza-1","BADEA ADRIAN-mandate-faza-2"
3,ARGEŞ,BELEŢI-NEGREŞTI,14352,2,FINAL,UAT,CL,CL_CE,"2024-06-11 22:10:15",1455,1437,4,4,10,1085,1069,2,4,10,1056,29,1582,497,52,73,84,95,478,5,0,324,3,0,78,0,1,0,0,0,0,0,0,165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BEREVOEŞTI,14405,1,FINAL,UAT,CL,CL_CE,"2024-06-10 18:23:02",2653,2633,0,18,2,1844,1824,0,18,2,1670,168,2912,1074,83,116,133,128,774,6,0,461,3,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BOGAŢI,14584,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:13:56",3497,3425,5,53,14,2107,2040,0,53,14,2029,76,3822,1717,101,142,162,149,838,5,1,607,4,0,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BOTENI,14673,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:28:31",1895,1848,0,8,39,1313,1266,0,8,39,1263,50,2047,734,63,88,101,114,512,4,0,199,1,1,241,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BOŢEŞTI,14726,2,FINAL,UAT,CL,CL_CE,"2024-06-12 19:06:23",898,880,0,12,6,680,662,0,12,6,644,36,957,277,32,45,51,71,298,4,0,167,2,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BRADU,13276,1,FINAL,UAT,CL,CL_CE,"2024-06-11 19:05:06",7895,7802,17,65,11,4579,4500,3,65,11,4460,119,8560,3981,223,312,356,297,3069,10,0,548,1,1,448,1,1,0,0,0,0,0,0,395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BRĂDULEŢ,14753,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:27:31",1383,1345,4,20,14,969,933,2,20,14,946,23,1496,527,47,66,75,86,364,4,1,268,3,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BUDEASA,14851,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:40:19",3528,3508,6,14,0,2205,2188,3,14,0,2142,63,3877,1672,107,149,171,164,1325,8,0,313,1,1,376,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,"BUGHEA DE JOS",14922,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:02:44",2413,2397,0,15,1,1531,1515,0,15,1,1471,60,2635,1104,73,102,117,105,698,6,1,379,3,0,106,1,0,192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,"BUGHEA DE SUS",20063,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:44:27",2416,2379,1,5,31,1527,1491,0,5,31,1356,168,2651,1127,67,94,108,104,386,3,1,726,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,BUZOEŞTI,14940,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:32:17",4461,4374,2,50,35,2724,2639,0,50,35,2608,116,4840,2116,130,182,208,154,1254,8,0,596,3,1,320,2,0,46,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CĂLDĂRARU,15064,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:20:41",1802,1695,1,42,64,1153,1047,0,42,64,1117,36,1873,720,55,78,89,101,501,4,1,541,5,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CĂLINEŞTI,15108,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:02:22",9006,8907,9,57,33,4844,4753,1,57,33,4555,287,9810,4966,227,318,364,259,2100,8,0,979,3,1,678,2,1,89,0,0,0,0,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CĂTEASCA,15233,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:53:06",3098,2995,6,69,28,2099,2002,0,69,28,2031,68,3340,1241,101,142,162,148,1045,7,0,500,3,0,379,2,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CEPARI,15313,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:28:22",1718,1654,4,27,33,1099,1039,1,27,32,1052,36,1856,768,52,73,84,88,475,5,0,398,4,1,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CETĂŢENI,15402,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:00:02",1919,1881,1,24,13,1444,1407,0,24,13,1366,78,2413,969,68,95,109,124,1001,8,0,127,1,0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CICĂNEŞTI,15448,2,FINAL,UAT,CL,CL_CE,"2024-06-12 13:07:23",1663,1622,1,16,24,1089,1049,0,16,24,1038,51,1812,723,51,72,83,94,236,2,0,565,6,0,144,1,1,0,0,0,0,0,0,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CIOFRÂNGENI,15493,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:25:22",1874,1822,0,10,42,1109,1057,0,10,42,1077,25,2032,930,53,75,86,97,763,7,1,155,1,1,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CIOMĂGEŞTI,15554,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:43:29",964,834,1,107,22,736,607,0,107,22,712,20,926,194,35,49,56,79,340,4,0,263,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,COCU,15652,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:04:56",1783,1724,2,57,0,1250,1193,0,57,0,1206,44,1956,674,60,84,96,109,253,2,0,242,2,0,290,2,1,0,0,0,0,0,0,421,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CORBENI,15741,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:28:54",4493,4469,0,22,2,2523,2499,0,22,2,2415,108,4930,2407,120,169,193,157,1613,10,1,311,1,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,CORBI,15830,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:44:28",3302,3190,2,71,39,2233,2123,0,71,39,2121,112,3551,1318,106,148,169,155,796,5,0,738,4,1,171,1,0,0,0,0,0,0,0,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,COŞEŞTI,15901,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:02:32",4275,4244,1,25,5,2513,2483,0,25,5,2430,83,4692,2179,121,170,194,157,1451,9,0,431,2,1,473,3,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARGEŞ,COTMEANA,15983,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:35:45",1489,1472,0,16,1,946,929,0,16,1,915,31,1621,675,45,64,73,76,431,5,1,122,1,1,0,0,0,39,0,0,0,0,0,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
