precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STEGERAN IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GÎTA ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DECEBAL DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
26,MARAMUREŞ,"CĂMIN CULTURAL",318,FĂRCAŞA,108106,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:04",463,427,5,23,8,325,291,3,23,8,320,4,500,176,242,3,75
26,MARAMUREŞ,"CĂMIN CULTURAL",317,FĂRCAŞA,108106,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:44",628,592,0,20,16,322,286,0,20,16,313,9,600,278,230,14,69
26,MARAMUREŞ,"CĂMIN CULTURAL",319,FĂRCAŞA,108106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:07",932,876,0,41,15,522,466,0,41,15,508,14,1000,478,328,9,171
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA” CORP C",316,FĂRCAŞA,108106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:03",1506,1441,4,36,25,1013,948,4,36,25,977,36,1600,587,564,12,401
