precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCUTELNICU SORIN-GHEORGHE-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","POTORAC MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CĂMINUL CULTURAL GÎRCENI",322,GÂRCENI,164062,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:37",687,642,0,6,39,340,295,0,6,39,313,27,660,320,299,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ, RACOVA",324,GÂRCENI,164062,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:58",151,151,0,0,0,81,81,0,0,0,79,2,200,119,73,6
39,VASLUI,"ŞCOALA PRIMARĂ, DUMBRĂVENI",323,GÂRCENI,164062,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:31",172,167,0,5,0,81,76,0,5,0,76,5,200,119,67,9
39,VASLUI,"ŞCOALA PRIMARĂ, RACOVIŢA",325,GÂRCENI,164062,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:24",206,206,0,0,0,132,132,0,0,0,125,7,280,148,117,8
39,VASLUI,"ŞCOALA PRIMARĂ, SLOBOZIA",326,GÂRCENI,164062,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:21",364,364,0,0,0,217,217,0,0,0,208,9,370,153,204,4
39,VASLUI,"ŞCOALA PRIMARĂ, TROHAN",327,GÂRCENI,164062,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:46",187,184,0,3,0,90,87,0,3,0,85,5,177,87,77,8
