precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BREZIANU DAN-LAURIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BURGHELEA CANTEMIR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BELIGAN RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIBIREAC CRISTIAN-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","LINGURARU COSTEL-FORȚA DREPTEI-voturi","MACOVEI NICOLAI-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM VĂLENI",508,VĂLENI,166636,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:46",1501,1485,0,7,9,547,531,0,7,9,517,30,1600,1053,140,30,272,17,8,50
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM. VĂLENI",509,VĂLENI,166636,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:50:41",1618,1609,0,0,9,565,556,0,0,9,527,29,1681,1125,136,14,299,25,7,46
39,VASLUI,"ŞCOALA PRIMARĂ SAT MOARA DOMNEASCĂ",510,VĂLENI,166636,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:15",1306,1304,0,1,1,514,512,0,1,1,488,26,1600,1086,335,15,85,11,34,8
