precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
17,DOLJ,"CĂMINUL CULTURAL",317,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:03",883,811,0,46,26,665,594,0,46,25,635,30,862,197,130,54,334,70,47
17,DOLJ,"GRADINITA CU POGRAM NORMAL POTMELTU",319,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:28",424,398,0,8,18,312,286,0,8,18,300,12,500,188,57,20,187,32,4
17,DOLJ,"SCOALA GIMNAZIALA MIHAITA",318,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:10",681,607,1,55,18,494,421,0,55,18,478,16,700,206,73,20,348,28,9
