precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PROGRESIST-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",266,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:08",1658,1650,6,2,0,738,736,0,2,0,711,27,1800,1062,77,65,374,145,23,9,18
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 DUMBRAVA ROSIE",267,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:19",1865,1857,3,5,0,796,791,0,5,0,749,47,2000,1204,145,60,330,167,32,10,5
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 2 IZVOARE",271,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:32:04",1060,1059,0,1,0,484,483,0,1,0,460,23,1200,717,67,44,169,131,36,4,9
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 3 CUT",270,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:15",1267,1264,2,1,0,618,617,0,1,0,591,27,1400,782,52,32,366,86,38,10,7
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR. 3 CUT",269,"DUMBRAVA ROŞIE",120771,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:49:22",892,886,6,0,0,409,409,0,0,0,402,7,1000,591,42,29,219,56,37,3,16
29,NEAMŢ,"SCOALA GIMNAZIALA NR 4 BRASAUTI",268,"DUMBRAVA ROŞIE",120771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:53",594,592,0,2,0,262,260,0,2,0,245,17,700,438,37,16,101,70,14,5,2
