precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞERBAN STELIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI VICTOR-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MAICAN LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",268,SÂRBENI,154308,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:11",594,508,0,71,15,457,371,0,71,15,444,13,567,110,416,6,22
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",269,SÂRBENI,154308,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:00",384,325,1,50,8,283,227,0,50,6,263,15,320,42,239,10,14
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE SÂRBENII DE JOS",267,SÂRBENI,154308,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:29",251,186,0,61,4,198,133,0,61,4,194,3,240,2,159,19,16
