precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZAHARIE ARON-PARTIDUL NAȚIONAL LIBERAL-voturi","BELDEAN ILIE-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","HENDREA GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","BURZ PETRU-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"CĂMINUL CULTURAL ALMAȘU MARE - SUSENI",190,"ALMAŞU MARE",2309,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:52",210,200,0,7,3,152,142,0,7,3,148,4,222,70,61,65,8,14
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:43",325,305,0,12,8,261,241,0,12,8,255,6,335,74,110,92,10,43
1,ALBA,"ŞCOALA PRIMARĂ ALMAŞU DE MIJLOC",191,"ALMAŞU MARE",2309,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:32",124,114,0,8,2,83,73,0,8,2,82,1,123,40,42,31,6,3
1,ALBA,"ŞCOALA PRIMARĂ CIB",192,"ALMAŞU MARE",2309,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:06",234,213,0,11,10,202,181,0,11,10,200,2,251,49,145,35,7,13
1,ALBA,"ŞCOALA PRIMARĂ GLOD",193,"ALMAŞU MARE",2309,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:08:12",156,149,0,6,1,120,113,0,6,1,118,1,163,44,59,26,3,30
